val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.H2S.weV,val.H2S.cnc,val.H2S.aeV,val.H2S.weC,val.CO.weV,val.CO.cnc,val.CO.aeV,val.CO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.316067,25.5,0.309942,0.003548,0.243941,30.8,0.266067,0.012515,0.419881,811.0,0.256941,0.174712,50.7,21.2,0.266129,-1.6,0.268629,-0.00908,2018-12-11T09:18:21Z,scs-be2-2
0.315942,24.8,0.309942,0.003423,0.243754,30.0,0.265004,0.01137,0.419131,804.8,0.256191,0.173233,50.7,21.2,0.266629,6.7,0.267129,-0.006126,2018-12-11T09:18:31Z,scs-be2-2
0.315942,24.8,0.309942,0.003423,0.243879,30.1,0.265067,0.011552,0.419319,807.6,0.256691,0.173907,50.7,21.2,0.266817,7.3,0.267129,-0.005939,2018-12-11T09:18:41Z,scs-be2-2
0.31588,24.5,0.309942,0.003361,0.244191,30.5,0.265379,0.012146,0.419319,807.4,0.256629,0.173846,50.7,21.2,0.266504,3.8,0.267692,-0.007171,2018-12-11T09:18:51Z,scs-be2-2
0.315755,23.9,0.309942,0.003235,0.244066,30.3,0.265129,0.011795,0.417319,796.2,0.255941,0.171178,50.8,21.2,0.266754,-1.0,0.268879,-0.008864,2018-12-11T09:19:01Z,scs-be2-2
0.315942,25.4,0.30988,0.003536,0.243879,29.8,0.264629,0.011157,0.418444,802.5,0.256316,0.172667,50.7,21.2,0.266879,4.3,0.267817,-0.007001,2018-12-11T09:19:11Z,scs-be2-2
0.31613,27.0,0.309817,0.003837,0.243504,29.9,0.265129,0.011233,0.419569,808.2,0.256566,0.174035,50.7,21.2,0.266254,6.8,0.266879,-0.006092,2018-12-11T09:19:21Z,scs-be2-2
0.316067,25.5,0.309942,0.003548,0.243316,29.5,0.264754,0.010708,0.419256,804.3,0.255941,0.173115,50.7,21.2,0.266379,4.0,0.267567,-0.007092,2018-12-11T09:19:31Z,scs-be2-2
0.316067,26.1,0.30988,0.003661,0.243629,29.9,0.264942,0.011189,0.418506,800.2,0.255691,0.172122,50.8,21.2,0.266504,-3.1,0.269192,-0.009625,2018-12-11T09:19:41Z,scs-be2-2
0.316255,26.5,0.309942,0.003736,0.244191,31.2,0.266442,0.013103,0.418444,803.7,0.256629,0.172971,50.8,21.2,0.266254,4.0,0.267504,-0.007115,2018-12-11T09:19:51Z,scs-be2-2
0.31613,26.4,0.30988,0.003724,0.244004,31.7,0.267504,0.013873,0.418444,804.2,0.256754,0.173093,50.8,21.2,0.266067,1.1,0.268004,-0.00812,2018-12-11T09:20:01Z,scs-be2-2
0.316005,25.2,0.309942,0.003486,0.243379,30.5,0.266254,0.012121,0.418569,804.8,0.256754,0.173218,50.8,21.2,0.266442,1.6,0.268129,-0.00795,2018-12-11T09:20:11Z,scs-be2-2
0.316067,25.5,0.309942,0.003548,0.243191,29.9,0.265442,0.011202,0.419256,804.1,0.255879,0.173055,50.8,21.2,0.266567,12.6,0.265817,-0.004041,2018-12-11T09:20:21Z,scs-be2-2
0.31638,27.7,0.30988,0.003974,0.243816,30.4,0.265629,0.011996,0.420881,815.2,0.256941,0.175712,50.8,21.2,0.266692,1.7,0.268254,-0.007904,2018-12-11T09:20:31Z,scs-be2-2
0.316317,27.4,0.30988,0.003911,0.243691,30.8,0.266442,0.012603,0.421194,816.5,0.256941,0.176025,50.8,21.2,0.266192,4.9,0.267254,-0.006768,2018-12-11T09:20:41Z,scs-be2-2
0.316317,28.0,0.309817,0.004025,0.244004,30.9,0.266254,0.012746,0.422444,821.2,0.256816,0.177154,50.8,21.2,0.266004,-4.2,0.269129,-0.010023,2018-12-11T09:20:51Z,scs-be2-2
0.31638,28.9,0.309755,0.0042,0.243816,30.2,0.265254,0.011658,0.421381,813.5,0.256004,0.175301,50.8,21.2,0.265942,-1.0,0.268379,-0.008859,2018-12-11T09:21:01Z,scs-be2-2
0.316442,29.8,0.309692,0.004376,0.243941,30.2,0.265067,0.011614,0.421944,818.6,0.256691,0.176532,50.8,21.2,0.265692,6.4,0.266629,-0.006246,2018-12-11T09:21:11Z,scs-be2-2
0.316255,29.4,0.30963,0.004302,0.243754,29.9,0.264879,0.011258,0.423444,828.7,0.257629,0.178943,50.8,21.2,0.265879,2.9,0.267504,-0.00749,2018-12-11T09:21:21Z,scs-be2-2
0.31638,28.9,0.309755,0.0042,0.243191,29.3,0.264629,0.01047,0.424256,831.1,0.257379,0.179513,50.7,21.2,0.265754,5.4,0.266879,-0.006592,2018-12-11T09:21:31Z,scs-be2-2
0.316505,28.3,0.30988,0.004099,0.243316,29.2,0.264317,0.010313,0.425006,836.8,0.258004,0.18087,50.7,21.2,0.265692,2.1,0.267567,-0.007779,2018-12-11T09:21:41Z,scs-be2-2
0.31638,27.7,0.30988,0.003974,0.242941,28.7,0.263879,0.009544,0.425256,838.6,0.258191,0.181303,50.8,21.2,0.265754,11.2,0.265629,-0.004547,2018-12-11T09:21:51Z,scs-be2-2
0.31638,29.5,0.309692,0.004314,0.243316,28.8,0.263629,0.009694,0.423631,831.0,0.258004,0.179495,50.7,21.2,0.265754,1.7,0.267692,-0.007921,2018-12-11T09:22:01Z,scs-be2-2
0.316255,28.2,0.309755,0.004075,0.244129,29.1,0.263254,0.010169,0.423631,831.3,0.258066,0.179556,50.7,21.2,0.265504,4.4,0.266942,-0.006944,2018-12-11T09:22:11Z,scs-be2-2
0.31638,28.3,0.309817,0.004087,0.244379,29.9,0.264254,0.01132,0.422944,828.9,0.258191,0.17899,50.7,21.2,0.266004,-9.1,0.270192,-0.011761,2018-12-11T09:22:21Z,scs-be2-2
0.316442,29.8,0.309692,0.004376,0.243941,30.3,0.265254,0.011783,0.422444,824.3,0.257566,0.177883,50.8,21.2,0.265567,4.6,0.266942,-0.006882,2018-12-11T09:22:31Z,scs-be2-2
0.316255,28.2,0.309755,0.004075,0.244191,30.4,0.265254,0.012033,0.420944,817.5,0.257441,0.176261,50.8,21.2,0.266254,7.7,0.266692,-0.005785,2018-12-11T09:22:41Z,scs-be2-2
0.31638,30.6,0.309567,0.00454,0.244379,30.8,0.265567,0.012502,0.419756,810.0,0.256816,0.174466,50.8,21.2,0.265754,-5.8,0.269317,-0.01058,2018-12-11T09:22:51Z,scs-be2-2
0.31638,28.3,0.309817,0.004087,0.244066,31.0,0.266317,0.012865,0.418381,803.5,0.256629,0.172909,50.8,21.2,0.265692,8.7,0.266129,-0.005428,2018-12-11T09:23:01Z,scs-be2-2
0.316192,27.3,0.309817,0.0039,0.244066,31.0,0.266317,0.012865,0.417506,796.8,0.255879,0.171305,50.8,21.2,0.266129,10.8,0.265942,-0.004683,2018-12-11T09:23:11Z,scs-be2-2
0.31613,26.4,0.30988,0.003724,0.243629,30.1,0.265379,0.011583,0.417694,796.3,0.255566,0.171188,50.8,21.2,0.266754,-5.6,0.269879,-0.0105,2018-12-11T09:23:21Z,scs-be2-2
0.316192,27.3,0.309817,0.0039,0.243629,30.2,0.265567,0.011752,0.416444,794.1,0.256316,0.170667,50.8,21.2,0.266379,1.7,0.268067,-0.00791,2018-12-11T09:23:31Z,scs-be2-2
0.31638,28.3,0.309817,0.004087,0.243941,31.0,0.266442,0.012853,0.418444,801.4,0.256066,0.172424,50.9,21.2,0.266254,2.8,0.267754,-0.007524,2018-12-11T09:23:41Z,scs-be2-2
0.316317,27.4,0.30988,0.003911,0.243566,30.5,0.266004,0.012084,0.418381,801.7,0.256191,0.172483,50.9,21.2,0.266379,-4.0,0.269317,-0.009955,2018-12-11T09:23:51Z,scs-be2-2
0.316317,28.6,0.309755,0.004138,0.244504,31.1,0.265942,0.012965,0.419694,809.2,0.256691,0.174282,50.8,21.2,0.265754,-6.7,0.269504,-0.010887,2018-12-11T09:24:01Z,scs-be2-2
0.316442,29.2,0.309755,0.004263,0.244816,32.3,0.267442,0.014629,0.420631,813.4,0.256754,0.17528,50.9,21.2,0.265942,0.5,0.268067,-0.008347,2018-12-11T09:24:11Z,scs-be2-2
0.316317,28.6,0.309755,0.00414,0.244504,31.8,0.267004,0.013952,0.422569,825.2,0.257691,0.178101,50.8,21.1,0.265817,5.1,0.267004,-0.006722,2018-12-11T09:24:21Z,scs-be2-2
0.316505,30.1,0.309692,0.004439,0.244191,31.6,0.267004,0.01361,0.422819,825.6,0.257504,0.178197,50.8,21.2,0.266067,-6.4,0.269629,-0.010779,2018-12-11T09:24:31Z,scs-be2-2
0.316317,28.6,0.309755,0.00414,0.244191,31.1,0.266254,0.012962,0.420881,816.4,0.257254,0.175991,50.8,21.1,0.266067,-3.7,0.269067,-0.00984,2018-12-11T09:24:41Z,scs-be2-2
0.31613,27.0,0.309817,0.003837,0.244129,30.3,0.265129,0.011858,0.418819,804.8,0.256504,0.173225,50.8,21.2,0.265879,-2.3,0.268629,-0.00933,2018-12-11T09:24:51Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.243754,30.8,0.266254,0.012525,0.418444,804.9,0.256941,0.173251,50.8,21.1,0.266004,10.8,0.265879,-0.004697,2018-12-11T09:25:01Z,scs-be2-2
0.316317,28.6,0.309755,0.004138,0.243941,31.0,0.266379,0.012797,0.419006,807.6,0.257004,0.173898,50.9,21.2,0.266067,10.3,0.266004,-0.004848,2018-12-11T09:25:11Z,scs-be2-2
0.316505,28.9,0.309817,0.004212,0.243691,30.9,0.266504,0.012659,0.419006,807.6,0.257004,0.173898,50.9,21.2,0.266129,2.5,0.267754,-0.007649,2018-12-11T09:25:21Z,scs-be2-2
0.316255,28.2,0.309755,0.004077,0.243691,31.1,0.266879,0.013026,0.418631,806.7,0.257191,0.17368,50.9,21.1,0.266379,6.1,0.267129,-0.006364,2018-12-11T09:25:31Z,scs-be2-2
0.316317,28.0,0.309817,0.004025,0.243879,30.9,0.266254,0.012621,0.418194,802.2,0.256504,0.1726,50.9,21.2,0.266004,10.5,0.265942,-0.004808,2018-12-11T09:25:41Z,scs-be2-2
0.316005,25.8,0.30988,0.003601,0.243566,30.1,0.265317,0.011491,0.415381,789.1,0.256191,0.169464,50.9,21.1,0.266379,0.6,0.268317,-0.008303,2018-12-11T09:25:51Z,scs-be2-2
0.316005,25.8,0.30988,0.003601,0.243754,31.0,0.266567,0.012807,0.414444,786.6,0.256566,0.168889,50.9,21.1,0.266817,-4.5,0.269692,-0.010111,2018-12-11T09:26:01Z,scs-be2-2
0.316192,27.9,0.309755,0.004015,0.243504,31.4,0.267442,0.013347,0.415444,789.6,0.256254,0.169587,50.9,21.1,0.266004,-3.9,0.269067,-0.009903,2018-12-11T09:26:11Z,scs-be2-2
0.316255,28.2,0.309755,0.004077,0.243879,31.4,0.267004,0.013327,0.416819,797.6,0.256816,0.171506,50.9,21.1,0.265879,1.2,0.267879,-0.008088,2018-12-11T09:26:21Z,scs-be2-2
0.316255,25.9,0.310005,0.003624,0.243754,31.4,0.267192,0.013371,0.416819,798.9,0.257129,0.171807,50.9,21.1,0.265942,0.2,0.268129,-0.008434,2018-12-11T09:26:31Z,scs-be2-2
0.316255,26.5,0.309942,0.003737,0.243316,31.1,0.267254,0.01299,0.417256,800.9,0.257191,0.172305,50.9,21.1,0.266379,6.1,0.267129,-0.006364,2018-12-11T09:26:41Z,scs-be2-2
0.31638,27.1,0.309942,0.003862,0.243316,31.4,0.267692,0.013385,0.417006,802.4,0.257816,0.172659,50.9,21.1,0.266317,-1.9,0.268817,-0.009182,2018-12-11T09:26:51Z,scs-be2-2
0.316442,27.4,0.309942,0.003923,0.243191,31.2,0.267567,0.013116,0.417444,803.9,0.257691,0.173004,50.9,21.2,0.266004,6.7,0.266754,-0.006138,2018-12-11T09:27:01Z,scs-be2-2
0.31638,27.1,0.309942,0.003862,0.243129,31.1,0.267442,0.012972,0.417881,803.3,0.257129,0.17287,51.0,21.1,0.265692,0.7,0.267879,-0.008276,2018-12-11T09:27:11Z,scs-be2-2
0.31638,27.1,0.309942,0.003862,0.242879,30.5,0.266754,0.012101,0.417819,803.5,0.257254,0.172928,50.9,21.1,0.266067,0.0,0.268254,-0.008513,2018-12-11T09:27:21Z,scs-be2-2
0.316255,26.5,0.309942,0.003737,0.242316,29.6,0.265942,0.010805,0.418381,807.4,0.257629,0.173853,50.9,21.1,0.266504,3.0,0.267879,-0.007463,2018-12-11T09:27:31Z,scs-be2-2
0.31638,28.3,0.309817,0.004089,0.242191,28.9,0.265067,0.00989,0.416631,798.1,0.257129,0.17162,50.9,21.1,0.266004,-3.3,0.268942,-0.009699,2018-12-11T09:27:41Z,scs-be2-2
0.316442,28.0,0.30988,0.004036,0.242691,29.2,0.265004,0.010308,0.416006,797.1,0.257504,0.171384,51.0,21.2,0.266067,7.5,0.266629,-0.005871,2018-12-11T09:27:51Z,scs-be2-2
0.31638,28.9,0.309755,0.004202,0.243066,30.2,0.266067,0.011668,0.415131,788.5,0.256316,0.169335,51.0,21.1,0.266067,-5.4,0.269442,-0.010453,2018-12-11T09:28:01Z,scs-be2-2
0.31613,27.0,0.309817,0.003839,0.243316,30.8,0.266754,0.012539,0.415006,787.7,0.256254,0.16915,50.9,21.1,0.265879,-2.5,0.268692,-0.009415,2018-12-11T09:28:11Z,scs-be2-2
0.316255,28.2,0.309755,0.004077,0.243504,30.8,0.266504,0.0125,0.415694,790.6,0.256254,0.169837,50.9,21.1,0.265817,-7.9,0.269817,-0.011315,2018-12-11T09:28:21Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.244004,31.2,0.266629,0.013113,0.416819,801.9,0.257879,0.172532,50.9,21.1,0.265817,4.8,0.267067,-0.006824,2018-12-11T09:28:31Z,scs-be2-2
0.316192,26.7,0.30988,0.003788,0.244191,31.0,0.266067,0.012793,0.416381,799.8,0.257816,0.172034,50.9,21.1,0.265754,3.7,0.267254,-0.007193,2018-12-11T09:28:41Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.244066,31.2,0.266504,0.013063,0.416131,800.3,0.258191,0.172146,50.9,21.1,0.265942,-4.6,0.269192,-0.010169,2018-12-11T09:28:51Z,scs-be2-2
0.316442,28.6,0.309817,0.004151,0.244316,31.1,0.266192,0.013031,0.415756,793.4,0.256879,0.170503,51.0,21.1,0.266129,7.7,0.266629,-0.005797,2018-12-11T09:29:01Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.244191,30.9,0.265942,0.01268,0.416319,795.5,0.256816,0.171006,50.9,21.1,0.265942,0.8,0.268004,-0.00823,2018-12-11T09:29:11Z,scs-be2-2
0.31638,28.3,0.309817,0.004089,0.243879,30.4,0.265567,0.012029,0.416819,802.1,0.257941,0.172592,51.0,21.1,0.265942,-6.4,0.269567,-0.010782,2018-12-11T09:29:21Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.244441,31.9,0.267192,0.014058,0.416631,800.9,0.257816,0.172284,51.0,21.1,0.266004,6.5,0.266817,-0.006228,2018-12-11T09:29:31Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.244379,31.9,0.267379,0.014165,0.414756,789.0,0.256816,0.169443,51.0,21.1,0.265442,5.7,0.266629,-0.006485,2018-12-11T09:29:41Z,scs-be2-2
0.31638,27.7,0.30988,0.003976,0.244004,31.7,0.267442,0.013847,0.414194,786.4,0.256754,0.16882,50.9,21.1,0.265879,-1.4,0.268442,-0.009007,2018-12-11T09:29:51Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.243754,32.2,0.268442,0.014499,0.414069,785.8,0.256754,0.168695,51.0,21.1,0.265754,-2.6,0.268629,-0.009438,2018-12-11T09:30:01Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.244129,32.8,0.268942,0.015326,0.414319,786.6,0.256691,0.168885,51.0,21.1,0.265754,-0.6,0.268192,-0.008724,2018-12-11T09:30:11Z,scs-be2-2
0.31638,27.7,0.30988,0.003976,0.243879,32.4,0.268692,0.01485,0.415506,790.8,0.256504,0.169891,51.1,21.1,0.265629,-4.7,0.269004,-0.010176,2018-12-11T09:30:21Z,scs-be2-2
0.316442,29.2,0.309755,0.004265,0.243754,32.5,0.268879,0.014894,0.416069,796.5,0.257316,0.171239,51.0,21.1,0.265817,5.1,0.267004,-0.006722,2018-12-11T09:30:31Z,scs-be2-2
0.316442,28.6,0.309817,0.004151,0.243379,32.1,0.268754,0.014407,0.416819,799.9,0.257379,0.172049,51.0,21.1,0.266067,-0.6,0.268379,-0.008718,2018-12-11T09:30:41Z,scs-be2-2
0.316505,28.4,0.30988,0.004101,0.242316,30.5,0.267442,0.012159,0.420819,819.6,0.258129,0.176773,51.0,21.1,0.266067,4.6,0.267254,-0.00688,2018-12-11T09:30:51Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.241879,29.8,0.266754,0.011101,0.424944,834.6,0.257566,0.180355,51.0,21.1,0.266004,0.1,0.268192,-0.008474,2018-12-11T09:31:01Z,scs-be2-2
0.316567,28.7,0.30988,0.004163,0.242441,30.8,0.267692,0.01251,0.428882,855.4,0.258629,0.185319,51.0,21.1,0.265754,3.5,0.267317,-0.007295,2018-12-11T09:31:11Z,scs-be2-2
0.316442,29.2,0.309755,0.004265,0.242254,30.2,0.266942,0.011645,0.429007,856.2,0.258691,0.185504,51.0,21.1,0.265879,7.3,0.266567,-0.005945,2018-12-11T09:31:21Z,scs-be2-2
0.31638,28.9,0.309755,0.004202,0.242254,29.6,0.266067,0.010855,0.429194,854.7,0.258129,0.185149,51.0,21.1,0.266067,-9.5,0.270317,-0.011881,2018-12-11T09:31:31Z,scs-be2-2
0.316442,29.8,0.309692,0.004378,0.243129,30.4,0.266254,0.0119,0.428194,852.5,0.258629,0.184632,51.0,21.1,0.265567,-2.3,0.268442,-0.00932,2018-12-11T09:31:41Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.243691,30.8,0.266317,0.012519,0.426444,843.4,0.258191,0.182459,51.0,21.1,0.265754,-0.6,0.268192,-0.008724,2018-12-11T09:31:51Z,scs-be2-2
0.316442,29.2,0.309755,0.004265,0.243379,31.2,0.267379,0.013165,0.424819,835.6,0.257941,0.180592,51.0,21.1,0.265692,13.1,0.265192,-0.003887,2018-12-11T09:32:01Z,scs-be2-2
0.316567,29.9,0.309755,0.00439,0.242879,30.0,0.266004,0.011424,0.424569,833.8,0.257754,0.180161,51.0,21.1,0.265442,11.2,0.265442,-0.004546,2018-12-11T09:32:11Z,scs-be2-2
0.316567,30.5,0.309692,0.004503,0.242566,30.8,0.267629,0.012578,0.424444,833.8,0.257879,0.180157,51.0,21.1,0.265879,3.8,0.267317,-0.00717,2018-12-11T09:32:21Z,scs-be2-2
0.316692,30.5,0.309755,0.004515,0.242566,31.1,0.268067,0.012973,0.423819,828.4,0.257191,0.178868,51.0,21.1,0.265692,-7.7,0.269692,-0.011236,2018-12-11T09:32:31Z,scs-be2-2
0.31663,29.6,0.309817,0.004339,0.242066,30.1,0.267004,0.011514,0.423944,829.7,0.257379,0.179174,51.0,21.1,0.265629,0.8,0.267817,-0.008236,2018-12-11T09:32:41Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.241691,28.9,0.265504,0.009785,0.422506,819.6,0.256379,0.17677,51.0,21.1,0.265942,-4.6,0.269192,-0.010169,2018-12-11T09:32:51Z,scs-be2-2
0.316567,29.9,0.309755,0.00439,0.241754,29.4,0.266317,0.010581,0.420381,812.5,0.256816,0.175068,51.1,21.1,0.265567,9.2,0.265942,-0.005237,2018-12-11T09:33:01Z,scs-be2-2
0.316567,29.3,0.309817,0.004276,0.242129,30.3,0.267254,0.011802,0.421381,820.0,0.257629,0.176853,51.1,21.1,0.266129,8.8,0.266379,-0.005389,2018-12-11T09:33:11Z,scs-be2-2
0.31663,29.6,0.309817,0.004339,0.241566,30.1,0.267567,0.011522,0.421256,819.2,0.257566,0.176668,51.1,21.1,0.266504,-8.2,0.270317,-0.011444,2018-12-11T09:33:21Z,scs-be2-2
0.316567,28.7,0.30988,0.004163,0.242066,30.7,0.267942,0.012361,0.421131,818.2,0.257441,0.176422,51.1,21.1,0.266004,-5.9,0.269504,-0.010617,2018-12-11T09:33:31Z,scs-be2-2
0.31638,28.9,0.309755,0.004202,0.241816,30.7,0.268317,0.012449,0.421319,817.4,0.257066,0.176247,51.1,21.1,0.266192,1.2,0.268067,-0.008082,2018-12-11T09:33:41Z,scs-be2-2
0.316317,28.6,0.309755,0.00414,0.241754,30.5,0.268004,0.012104,0.422319,822.1,0.257191,0.177368,51.1,21.1,0.266004,2.7,0.267629,-0.007555,2018-12-11T09:33:51Z,scs-be2-2
0.316442,28.0,0.30988,0.004038,0.242004,30.9,0.268317,0.012637,0.422631,823.9,0.257316,0.177801,51.1,21.1,0.266067,4.3,0.267317,-0.006982,2018-12-11T09:34:01Z,scs-be2-2
0.316505,29.5,0.309755,0.004327,0.241754,30.9,0.268567,0.012612,0.425006,835.9,0.257816,0.180659,51.1,21.1,0.265129,-6.4,0.269067,-0.010778,2018-12-11T09:34:11Z,scs-be2-2
0.316505,28.9,0.309817,0.004214,0.241879,30.3,0.267504,0.011778,0.426882,847.8,0.258816,0.1835,51.0,21.1,0.265379,10.4,0.265567,-0.004812,2018-12-11T09:34:21Z,scs-be2-2
0.316567,30.5,0.309692,0.004503,0.241504,29.2,0.266317,0.010331,0.427507,851.7,0.259129,0.184427,51.0,21.1,0.265754,12.7,0.265317,-0.004029,2018-12-11T09:34:31Z,scs-be2-2
0.316505,30.1,0.309692,0.00444,0.241504,29.3,0.266379,0.010387,0.427507,849.4,0.258566,0.183884,51.0,21.1,0.266129,0.8,0.268129,-0.008247,2018-12-11T09:34:41Z,scs-be2-2
0.316442,29.2,0.309755,0.004265,0.241254,28.8,0.265879,0.009686,0.425881,842.1,0.258441,0.182138,51.0,21.1,0.265879,0.6,0.268004,-0.008293,2018-12-11T09:34:51Z,scs-be2-2
0.31663,29.0,0.30988,0.004226,0.241066,28.5,0.265692,0.009329,0.423944,834.5,0.258566,0.180321,51.0,21.1,0.265567,0.0,0.267942,-0.008503,2018-12-11T09:35:01Z,scs-be2-2
0.31663,30.8,0.309692,0.004565,0.241129,29.1,0.266442,0.010069,0.422881,830.3,0.258629,0.179319,51.1,21.1,0.265567,-6.9,0.269442,-0.010953,2018-12-11T09:35:11Z,scs-be2-2
0.316317,29.1,0.309692,0.004253,0.241816,30.0,0.267129,0.011377,0.421131,816.9,0.257129,0.17612,51.1,21.1,0.265567,-8.0,0.269692,-0.011361,2018-12-11T09:35:21Z,scs-be2-2
0.31663,29.6,0.309817,0.004339,0.241816,29.9,0.266942,0.011208,0.421506,818.7,0.257191,0.176555,51.0,21.1,0.265317,10.6,0.265504,-0.004773,2018-12-11T09:35:31Z,scs-be2-2
0.316317,28.6,0.309755,0.00414,0.241629,29.3,0.266192,0.010343,0.421381,820.5,0.257754,0.176974,51.0,21.1,0.266004,0.7,0.268067,-0.00827,2018-12-11T09:35:41Z,scs-be2-2
0.31663,29.6,0.309817,0.004339,0.241941,29.5,0.266192,0.010656,0.420194,813.2,0.257191,0.175243,51.0,21.1,0.266254,-7.5,0.270004,-0.011184,2018-12-11T09:35:51Z,scs-be2-2
0.31663,29.6,0.309817,0.004339,0.241316,29.7,0.267254,0.01099,0.419506,806.1,0.256129,0.173529,51.1,21.1,0.266129,5.7,0.267067,-0.006512,2018-12-11T09:36:01Z,scs-be2-2
0.316442,28.0,0.30988,0.004038,0.241066,29.7,0.267567,0.011022,0.419694,809.4,0.256754,0.17432,51.1,21.1,0.265942,8.3,0.266379,-0.005576,2018-12-11T09:36:11Z,scs-be2-2
0.31638,27.7,0.30988,0.003976,0.240941,29.5,0.267317,0.010671,0.418819,805.2,0.256629,0.173324,51.1,21.1,0.266067,4.0,0.267379,-0.007084,2018-12-11T09:36:21Z,scs-be2-2
0.316442,28.6,0.309817,0.004151,0.241316,29.4,0.266817,0.010595,0.417756,802.0,0.256941,0.172564,51.1,21.1,0.266129,-6.1,0.269629,-0.010696,2018-12-11T09:36:31Z,scs-be2-2
0.316505,29.5,0.309755,0.004327,0.242129,29.8,0.266504,0.011125,0.419381,812.1,0.257754,0.174974,51.1,21.1,0.265629,1.9,0.267567,-0.007828,2018-12-11T09:36:41Z,scs-be2-2
0.316567,28.7,0.30988,0.004163,0.242879,30.8,0.267317,0.012609,0.420819,819.6,0.258129,0.176773,51.1,21.1,0.265254,6.9,0.266254,-0.00606,2018-12-11T09:36:51Z,scs-be2-2
0.316505,29.5,0.309755,0.004327,0.242879,31.6,0.268504,0.013681,0.421694,826.8,0.259004,0.178494,51.1,21.1,0.265379,2.1,0.267379,-0.007772,2018-12-11T09:37:01Z,scs-be2-2
0.316567,29.3,0.309817,0.004276,0.242441,32.1,0.269754,0.014372,0.421319,821.5,0.258066,0.177213,51.1,21.1,0.266067,-2.3,0.268754,-0.00933,2018-12-11T09:37:11Z,scs-be2-2
0.316567,29.3,0.309817,0.004276,0.242254,31.8,0.269567,0.014015,0.419631,813.2,0.257754,0.175224,51.1,21.1,0.265567,-3.4,0.268692,-0.009728,2018-12-11T09:37:21Z,scs-be2-2
0.316442,28.0,0.30988,0.004038,0.242441,31.6,0.269004,0.013695,0.420319,814.3,0.257316,0.175489,51.1,21.1,0.265567,1.8,0.267567,-0.007891,2018-12-11T09:37:31Z,scs-be2-2
0.316442,27.5,0.309942,0.003927,0.242191,31.0,0.268254,0.0128,0.420006,813.1,0.257379,0.17521,51.1,21.0,0.265629,8.9,0.266067,-0.005369,2018-12-11T09:37:41Z,scs-be2-2
0.31638,28.3,0.309817,0.004089,0.241879,30.9,0.268504,0.012681,0.419131,809.8,0.257441,0.174422,51.1,21.1,0.265442,-4.6,0.268879,-0.010159,2018-12-11T09:37:51Z,scs-be2-2
0.316505,29.0,0.309817,0.004216,0.241504,29.9,0.267254,0.011207,0.419944,815.3,0.258004,0.175748,51.2,21.0,0.266254,-0.3,0.268442,-0.008616,2018-12-11T09:38:01Z,scs-be2-2
0.316505,27.8,0.309942,0.003987,0.241566,29.8,0.267192,0.011183,0.420194,816.0,0.257879,0.175907,51.1,21.1,0.266129,10.5,0.266004,-0.004777,2018-12-11T09:38:11Z,scs-be2-2
0.316505,27.8,0.309942,0.003989,0.241379,29.9,0.267442,0.011252,0.420881,823.3,0.259004,0.177645,51.1,21.0,0.265879,0.1,0.268129,-0.008481,2018-12-11T09:38:21Z,scs-be2-2
0.316505,28.4,0.30988,0.004101,0.241129,29.9,0.267754,0.011254,0.420944,822.9,0.258816,0.177563,51.1,21.1,0.266317,7.6,0.266754,-0.005814,2018-12-11T09:38:31Z,scs-be2-2
0.316505,28.4,0.30988,0.004103,0.241004,30.0,0.267942,0.011329,0.421381,822.4,0.258254,0.177425,51.2,21.0,0.265942,11.2,0.265754,-0.004548,2018-12-11T09:38:41Z,scs-be2-2
0.31638,28.3,0.309817,0.004091,0.241191,29.5,0.267067,0.010725,0.420069,816.1,0.258066,0.175933,51.1,21.0,0.266129,0.8,0.268129,-0.008231,2018-12-11T09:38:51Z,scs-be2-2
0.316317,28.0,0.309817,0.004026,0.241191,29.5,0.267129,0.010752,0.418944,808.3,0.257254,0.174053,51.1,21.1,0.266067,3.2,0.267567,-0.007391,2018-12-11T09:39:01Z,scs-be2-2
0.316255,27.7,0.309817,0.003966,0.241566,30.2,0.267692,0.011666,0.418569,809.3,0.257941,0.174313,51.1,21.0,0.265942,-3.2,0.268879,-0.009641,2018-12-11T09:39:11Z,scs-be2-2
0.316442,28.0,0.30988,0.00404,0.241941,31.1,0.268692,0.012945,0.419444,815.0,0.258441,0.175668,51.2,21.0,0.265879,2.1,0.267692,-0.007768,2018-12-11T09:39:21Z,scs-be2-2
