val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.H2S.weV,val.H2S.cnc,val.H2S.aeV,val.H2S.weC,val.CO.weV,val.CO.cnc,val.CO.aeV,val.CO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.315942,25.4,0.30988,0.003538,0.215941,22.7,0.284317,0.001018,0.34913,515.9,0.257191,0.104179,51.5,21.1,0.267254,6.2,0.267629,-0.006305,2018-12-11T07:47:51Z,scs-be2-2
0.315942,26.6,0.309755,0.003765,0.216441,22.4,0.283192,0.000503,0.350255,524.9,0.258254,0.106331,51.5,21.1,0.267379,12.6,0.266317,-0.004037,2018-12-11T07:48:01Z,scs-be2-2
0.31613,27.0,0.309817,0.003839,0.216566,22.9,0.283942,0.001305,0.35063,527.2,0.258441,0.106887,51.5,21.1,0.267004,7.0,0.267317,-0.006045,2018-12-11T07:48:11Z,scs-be2-2
0.316442,28.6,0.309817,0.004151,0.216191,21.6,0.282317,-0.000537,0.35113,528.1,0.258129,0.107085,51.5,21.1,0.266942,9.4,0.266754,-0.005189,2018-12-11T07:48:21Z,scs-be2-2
0.316192,27.3,0.309817,0.003901,0.216253,22.2,0.283129,0.000259,0.351255,527.1,0.257754,0.106848,51.5,21.1,0.266942,2.2,0.268317,-0.00774,2018-12-11T07:48:31Z,scs-be2-2
0.315567,24.1,0.309817,0.003276,0.216378,22.8,0.284004,0.001174,0.35038,524.9,0.258129,0.106335,51.5,21.1,0.267129,8.5,0.267067,-0.005512,2018-12-11T07:48:41Z,scs-be2-2
0.31563,25.0,0.309755,0.003452,0.216566,24.4,0.286254,0.003392,0.350068,521.1,0.257504,0.105419,51.6,21.1,0.267192,3.2,0.268254,-0.007388,2018-12-11T07:48:51Z,scs-be2-2
0.316067,26.1,0.30988,0.003663,0.216316,24.0,0.286004,0.002917,0.350693,524.7,0.257754,0.106285,51.5,21.1,0.266504,9.3,0.266504,-0.005218,2018-12-11T07:49:01Z,scs-be2-2
0.316067,26.7,0.309817,0.003776,0.216003,23.8,0.286004,0.002604,0.350818,525.2,0.257754,0.10641,51.5,21.1,0.267004,2.7,0.268254,-0.007576,2018-12-11T07:49:11Z,scs-be2-2
0.316005,26.9,0.309755,0.003827,0.216128,23.5,0.285379,0.002165,0.351193,526.5,0.257691,0.106725,51.6,21.1,0.267192,5.8,0.267692,-0.00647,2018-12-11T07:49:21Z,scs-be2-2
0.316567,29.9,0.309755,0.00439,0.216566,24.5,0.286504,0.003618,0.35063,521.9,0.257129,0.105619,51.5,21.1,0.266692,9.0,0.266692,-0.005337,2018-12-11T07:49:31Z,scs-be2-2
0.316255,26.5,0.309942,0.003737,0.216128,26.0,0.289317,0.00572,0.350818,523.2,0.257254,0.105927,51.7,21.1,0.266504,1.0,0.268317,-0.008178,2018-12-11T07:49:41Z,scs-be2-2
0.316067,26.1,0.30988,0.003663,0.215816,25.9,0.289504,0.005576,0.352443,533.0,0.258004,0.108277,51.8,21.1,0.267004,4.1,0.267942,-0.007066,2018-12-11T07:49:51Z,scs-be2-2
0.315942,25.4,0.30988,0.003538,0.216191,24.9,0.287442,0.004089,0.352005,532.0,0.258191,0.10802,51.7,21.1,0.267192,9.8,0.266817,-0.005041,2018-12-11T07:50:01Z,scs-be2-2
0.315692,24.1,0.30988,0.003288,0.216066,23.4,0.285192,0.001933,0.351818,531.2,0.258191,0.107833,51.7,21.1,0.267504,0.0,0.269129,-0.008505,2018-12-11T07:50:11Z,scs-be2-2
0.315442,24.0,0.309755,0.003265,0.216378,22.0,0.282629,-6.8e-05,0.350443,523.9,0.257816,0.106096,51.5,21.1,0.267754,-2.1,0.269754,-0.009275,2018-12-11T07:50:21Z,scs-be2-2
0.315942,26.0,0.309817,0.003651,0.216878,22.0,0.282192,3.7e-05,0.350318,520.6,0.257129,0.105306,51.5,21.1,0.267067,9.7,0.266754,-0.005064,2018-12-11T07:50:31Z,scs-be2-2
0.315255,23.0,0.309755,0.003075,0.216753,21.7,0.281942,-0.000371,0.34963,516.3,0.256754,0.104279,51.4,21.2,0.267192,11.8,0.266379,-0.004337,2018-12-11T07:50:41Z,scs-be2-2
0.315692,25.3,0.309755,0.003515,0.216191,21.5,0.282067,-0.000763,0.350693,523.9,0.257566,0.106104,51.5,21.1,0.266817,4.7,0.267692,-0.006845,2018-12-11T07:50:51Z,scs-be2-2
0.31638,28.3,0.309817,0.004089,0.216753,22.1,0.282379,8.2e-05,0.351818,529.2,0.257691,0.10735,51.4,21.1,0.267192,2.9,0.268317,-0.00749,2018-12-11T07:51:01Z,scs-be2-2
0.315317,22.2,0.30988,0.002911,0.216753,20.9,0.280629,-0.001553,0.350818,525.6,0.257816,0.106499,51.4,21.2,0.267754,10.8,0.266942,-0.004694,2018-12-11T07:51:11Z,scs-be2-2
0.315817,26.5,0.309692,0.003753,0.216753,20.7,0.280254,-0.001837,0.35113,527.0,0.257879,0.106843,51.4,21.1,0.267442,14.0,0.266067,-0.003566,2018-12-11T07:51:21Z,scs-be2-2
0.316005,27.5,0.309692,0.00394,0.216691,22.3,0.282817,0.000414,0.352193,530.5,0.257629,0.107664,51.5,21.1,0.267129,7.9,0.267192,-0.005716,2018-12-11T07:51:31Z,scs-be2-2
0.315817,25.4,0.309817,0.003526,0.216878,22.5,0.283004,0.000771,0.35338,535.4,0.257629,0.108852,51.5,21.1,0.267067,10.9,0.266504,-0.004656,2018-12-11T07:51:41Z,scs-be2-2
0.315692,24.7,0.309817,0.003401,0.216691,21.4,0.281379,-0.000884,0.352693,532.8,0.257691,0.108225,51.4,21.1,0.267504,8.1,0.267379,-0.005647,2018-12-11T07:51:51Z,scs-be2-2
0.315755,25.6,0.309755,0.003575,0.216253,20.6,0.280629,-0.002053,0.35288,534.7,0.257941,0.108683,51.4,21.2,0.267317,14.4,0.265879,-0.003394,2018-12-11T07:52:01Z,scs-be2-2
0.31588,25.7,0.309817,0.003589,0.216691,21.2,0.281067,-0.001166,0.351818,526.1,0.256941,0.106625,51.5,21.1,0.267254,7.4,0.267379,-0.005897,2018-12-11T07:52:11Z,scs-be2-2
0.316005,26.9,0.309755,0.003827,0.216753,20.9,0.280629,-0.001498,0.35163,522.8,0.256316,0.105834,51.4,21.1,0.267192,4.6,0.267942,-0.006878,2018-12-11T07:52:21Z,scs-be2-2
0.316005,26.3,0.309817,0.003712,0.216941,21.6,0.281442,-0.000633,0.352068,526.8,0.256816,0.106777,51.5,21.2,0.266942,0.4,0.268692,-0.00837,2018-12-11T07:52:31Z,scs-be2-2
0.315755,25.0,0.309817,0.003462,0.217191,22.6,0.282754,0.000799,0.351693,524.4,0.256629,0.10622,51.5,21.2,0.267004,6.4,0.267442,-0.006262,2018-12-11T07:52:41Z,scs-be2-2
0.315567,23.5,0.30988,0.003163,0.216878,21.6,0.281442,-0.00064,0.351755,526.1,0.257004,0.106623,51.4,21.1,0.267192,0.6,0.268817,-0.008307,2018-12-11T07:52:51Z,scs-be2-2
0.315692,25.3,0.309755,0.003513,0.217066,21.3,0.280942,-0.000959,0.353068,534.3,0.257629,0.108567,51.4,21.2,0.267254,7.9,0.267254,-0.005706,2018-12-11T07:53:01Z,scs-be2-2
0.315755,26.2,0.309692,0.003689,0.217003,20.3,0.279317,-0.002485,0.353318,534.0,0.257316,0.108513,51.4,21.2,0.266942,-2.2,0.269254,-0.00929,2018-12-11T07:53:11Z,scs-be2-2
0.315567,23.5,0.30988,0.003161,0.216691,20.6,0.280129,-0.002066,0.353818,535.6,0.257191,0.108892,51.4,21.2,0.267629,5.2,0.268067,-0.00666,2018-12-11T07:53:21Z,scs-be2-2
0.31588,25.1,0.30988,0.003474,0.216691,21.1,0.281004,-0.001278,0.35363,537.1,0.257754,0.109251,51.4,21.2,0.267254,3.3,0.268254,-0.007342,2018-12-11T07:53:31Z,scs-be2-2
0.315942,26.0,0.309817,0.003651,0.216753,22.1,0.282504,0.000194,0.35513,543.8,0.257879,0.110843,51.5,21.1,0.266942,4.5,0.267817,-0.006924,2018-12-11T07:53:41Z,scs-be2-2
0.316005,26.3,0.309817,0.003714,0.216378,21.3,0.281629,-0.000971,0.355005,542.0,0.257566,0.110417,51.5,21.1,0.266754,10.6,0.266379,-0.004764,2018-12-11T07:53:51Z,scs-be2-2
0.315942,25.4,0.30988,0.003536,0.216566,21.4,0.281629,-0.00084,0.355005,543.1,0.257816,0.110687,51.5,21.2,0.266692,2.3,0.268129,-0.0077,2018-12-11T07:54:01Z,scs-be2-2
0.315942,26.6,0.309755,0.003763,0.217378,22.3,0.282067,0.000367,0.356068,548.3,0.258004,0.111932,51.5,21.2,0.266692,8.9,0.266692,-0.005348,2018-12-11T07:54:11Z,scs-be2-2
0.31588,25.1,0.30988,0.003474,0.217566,22.3,0.281879,0.000386,0.356505,550.9,0.258191,0.112552,51.5,21.2,0.266754,6.8,0.267192,-0.006103,2018-12-11T07:54:21Z,scs-be2-2
0.315942,26.0,0.309817,0.00365,0.217503,22.1,0.281629,9.8e-05,0.357193,557.1,0.259004,0.114029,51.4,21.2,0.267004,9.8,0.266692,-0.005035,2018-12-11T07:54:31Z,scs-be2-2
0.31588,25.7,0.309817,0.003587,0.217753,23.1,0.282942,0.00153,0.35688,551.0,0.257816,0.112562,51.4,21.2,0.266879,1.7,0.268379,-0.007921,2018-12-11T07:54:41Z,scs-be2-2
0.316067,26.1,0.30988,0.003661,0.217628,22.7,0.282504,0.001011,0.356818,551.5,0.258004,0.112682,51.5,21.2,0.267004,4.3,0.267879,-0.006978,2018-12-11T07:54:51Z,scs-be2-2
0.315942,25.4,0.30988,0.003538,0.217753,22.8,0.282504,0.001194,0.356755,552.3,0.258316,0.112891,51.5,21.1,0.266629,10.5,0.266317,-0.004787,2018-12-11T07:55:01Z,scs-be2-2
0.315817,25.9,0.309755,0.003638,0.218003,23.4,0.283192,0.002006,0.357318,552.0,0.257629,0.112817,51.5,21.2,0.266442,-1.6,0.268817,-0.009074,2018-12-11T07:55:11Z,scs-be2-2
0.31588,25.7,0.309817,0.003587,0.217441,23.0,0.283129,0.001387,0.356755,549.2,0.257504,0.112133,51.5,21.2,0.266817,3.8,0.267879,-0.007166,2018-12-11T07:55:21Z,scs-be2-2
0.31588,25.1,0.30988,0.003474,0.217878,22.6,0.282067,0.000867,0.357005,551.5,0.257816,0.112687,51.4,21.2,0.266879,-1.2,0.269004,-0.008944,2018-12-11T07:55:31Z,scs-be2-2
0.315942,26.0,0.309817,0.00365,0.217691,22.6,0.282254,0.000849,0.357568,557.4,0.258691,0.1141,51.5,21.2,0.266754,8.0,0.266942,-0.005694,2018-12-11T07:55:41Z,scs-be2-2
0.315942,26.0,0.309817,0.00365,0.217753,22.1,0.281379,0.000123,0.356005,546.3,0.257566,0.111444,51.4,21.2,0.266442,17.2,0.264754,-0.002428,2018-12-11T07:55:51Z,scs-be2-2
0.315817,26.5,0.309692,0.003751,0.218316,22.1,0.280754,0.000122,0.35513,540.3,0.257004,0.110022,51.4,21.2,0.266754,5.9,0.267379,-0.00641,2018-12-11T07:56:01Z,scs-be2-2
0.315942,26.6,0.309755,0.003763,0.218566,22.7,0.281442,0.000992,0.354693,535.2,0.256191,0.108795,51.4,21.2,0.266629,13.1,0.265754,-0.003877,2018-12-11T07:56:11Z,scs-be2-2
0.315567,28.2,0.30938,0.004067,0.218378,22.3,0.281067,0.000466,0.355693,541.4,0.256691,0.110281,51.4,21.2,0.266817,4.4,0.267754,-0.006961,2018-12-11T07:56:21Z,scs-be2-2
0.315942,24.8,0.309942,0.003425,0.218691,22.5,0.280942,0.000721,0.35638,545.7,0.257066,0.111309,51.4,21.1,0.266504,-0.5,0.268629,-0.008688,2018-12-11T07:56:31Z,scs-be2-2
0.315755,23.9,0.309942,0.003237,0.218753,21.7,0.279629,-0.000401,0.358005,558.6,0.258566,0.114383,51.4,21.1,0.267004,-1.9,0.269254,-0.009209,2018-12-11T07:56:41Z,scs-be2-2
0.31588,26.3,0.309755,0.003702,0.219753,23.2,0.280879,0.001727,0.358255,559.6,0.258566,0.114633,51.4,21.1,0.267004,-0.2,0.268879,-0.008597,2018-12-11T07:56:51Z,scs-be2-2
0.315755,26.2,0.309692,0.00369,0.220441,24.4,0.282067,0.003487,0.359568,565.1,0.258566,0.115945,51.4,21.1,0.266942,-1.8,0.269192,-0.009169,2018-12-11T07:57:01Z,scs-be2-2
0.315755,25.6,0.309755,0.003577,0.220378,25.0,0.282942,0.004214,0.359505,562.8,0.258066,0.1154,51.5,21.1,0.266942,5.4,0.267629,-0.006618,2018-12-11T07:57:11Z,scs-be2-2
0.315692,24.7,0.309817,0.003401,0.220128,24.3,0.282254,0.003344,0.358755,558.9,0.257879,0.114469,51.5,21.1,0.267129,12.5,0.266192,-0.004083,2018-12-11T07:57:21Z,scs-be2-2
0.315567,25.2,0.309692,0.003503,0.219691,23.2,0.280942,0.001721,0.357255,552.4,0.257816,0.112908,51.4,21.1,0.267004,9.6,0.266754,-0.005126,2018-12-11T07:57:31Z,scs-be2-2
0.315817,24.8,0.30988,0.003413,0.219316,22.7,0.280504,0.000951,0.358193,553.6,0.257129,0.113182,51.3,21.1,0.266567,7.2,0.267004,-0.005972,2018-12-11T07:57:41Z,scs-be2-2
0.31538,23.1,0.309817,0.003089,0.219066,22.2,0.280004,0.00025,0.357755,551.5,0.257066,0.112684,51.4,21.1,0.267317,-2.5,0.269567,-0.009407,2018-12-11T07:57:51Z,scs-be2-2
0.315692,25.9,0.309692,0.003628,0.218941,21.1,0.278379,-0.001342,0.35738,553.2,0.257879,0.113094,51.3,21.1,0.267379,14.1,0.266004,-0.003527,2018-12-11T07:58:01Z,scs-be2-2
0.31588,25.7,0.309817,0.003589,0.219128,21.5,0.278942,-0.000647,0.358568,559.2,0.258129,0.114523,51.3,21.1,0.266942,-1.0,0.269004,-0.008863,2018-12-11T07:58:11Z,scs-be2-2
0.31563,24.4,0.309817,0.003339,0.218628,21.4,0.279254,-0.000865,0.359693,562.6,0.257816,0.115346,51.4,21.1,0.267067,4.8,0.267817,-0.006799,2018-12-11T07:58:21Z,scs-be2-2
0.315505,22.5,0.309942,0.002985,0.218378,21.0,0.278942,-0.001448,0.359693,564.0,0.258129,0.115678,51.4,21.2,0.267629,9.8,0.267067,-0.005024,2018-12-11T07:58:31Z,scs-be2-2
0.315567,24.1,0.309817,0.003276,0.218316,20.5,0.278129,-0.002193,0.360193,564.2,0.257691,0.115725,51.3,21.1,0.267379,10.6,0.266754,-0.004751,2018-12-11T07:58:41Z,scs-be2-2
0.31563,25.0,0.309755,0.003452,0.218628,20.8,0.278254,-0.001767,0.361193,568.1,0.257629,0.116665,51.3,21.1,0.267504,15.6,0.265754,-0.002993,2018-12-11T07:58:51Z,scs-be2-2
0.31563,24.4,0.309817,0.003339,0.218128,20.3,0.278067,-0.002437,0.360318,563.0,0.257254,0.115427,51.3,21.1,0.267317,12.5,0.266317,-0.004099,2018-12-11T07:59:01Z,scs-be2-2
0.315505,24.3,0.309755,0.003327,0.217753,20.5,0.278754,-0.002191,0.360943,567.6,0.257754,0.116535,51.3,21.1,0.267192,0.3,0.268879,-0.008409,2018-12-11T07:59:11Z,scs-be2-2
0.315567,22.9,0.309942,0.003048,0.217378,20.8,0.279692,-0.001773,0.360756,565.7,0.257441,0.116073,51.3,21.2,0.266942,2.7,0.268192,-0.007552,2018-12-11T07:59:21Z,scs-be2-2
0.315442,22.2,0.309942,0.002923,0.217128,18.9,0.277004,-0.004444,0.360568,563.9,0.257191,0.115642,51.2,21.2,0.267254,4.8,0.267942,-0.00683,2018-12-11T07:59:31Z,scs-be2-2
0.315505,22.5,0.309942,0.002985,0.216878,17.4,0.274879,-0.006608,0.361068,562.6,0.256379,0.115352,51.2,21.2,0.267004,8.1,0.267067,-0.005649,2018-12-11T07:59:41Z,scs-be2-2
0.31588,23.9,0.310005,0.003247,0.216878,18.0,0.275879,-0.005707,0.361131,564.2,0.256691,0.115719,51.3,21.2,0.267442,7.0,0.267567,-0.006029,2018-12-11T07:59:51Z,scs-be2-2
0.315817,24.2,0.309942,0.003298,0.216566,18.8,0.277504,-0.004556,0.363693,579.0,0.257691,0.119253,51.3,21.2,0.267067,11.7,0.266317,-0.004359,2018-12-11T08:00:01Z,scs-be2-2
0.315442,21.6,0.310005,0.002812,0.217128,18.7,0.276629,-0.004734,0.364693,584.0,0.257941,0.120466,51.3,21.1,0.267004,4.1,0.267942,-0.007066,2018-12-11T08:00:11Z,scs-be2-2
0.315067,20.3,0.309942,0.002548,0.217128,17.1,0.274192,-0.006978,0.363506,575.4,0.257004,0.118397,51.2,21.2,0.267442,11.0,0.266692,-0.004598,2018-12-11T08:00:21Z,scs-be2-2
0.315192,20.9,0.309942,0.002673,0.217691,16.7,0.272879,-0.007598,0.362818,573.5,0.257254,0.117953,51.1,21.2,0.267942,7.0,0.267879,-0.006041,2018-12-11T08:00:31Z,scs-be2-2
0.315692,24.1,0.30988,0.003286,0.217566,18.2,0.275442,-0.005414,0.363693,578.7,0.257629,0.119192,51.2,21.2,0.266879,15.8,0.265317,-0.002911,2018-12-11T08:00:41Z,scs-be2-2
0.315942,24.2,0.310005,0.00331,0.217941,19.9,0.277692,-0.003012,0.365693,586.1,0.257379,0.120949,51.3,21.2,0.266754,8.5,0.266817,-0.00549,2018-12-11T08:00:51Z,scs-be2-2
0.315317,21.0,0.310005,0.002685,0.217941,19.4,0.276879,-0.003744,0.366256,588.2,0.257316,0.121451,51.2,21.2,0.267192,3.7,0.268129,-0.0072,2018-12-11T08:01:01Z,scs-be2-2
0.315692,24.1,0.30988,0.003286,0.218191,20.7,0.278629,-0.001917,0.365256,584.5,0.257441,0.120573,51.2,21.2,0.267442,11.0,0.266692,-0.004598,2018-12-11T08:01:11Z,scs-be2-2
0.315755,23.9,0.309942,0.003235,0.218753,21.2,0.278879,-0.00113,0.367193,596.9,0.258504,0.123543,51.3,21.2,0.267067,4.5,0.267879,-0.006916,2018-12-11T08:01:21Z,scs-be2-2
0.315817,24.8,0.30988,0.003411,0.219378,21.7,0.279004,-0.000392,0.369068,607.6,0.259191,0.126086,51.3,21.2,0.267129,-8.8,0.270817,-0.011659,2018-12-11T08:01:31Z,scs-be2-2
0.31638,27.7,0.30988,0.003974,0.219941,23.5,0.281129,0.002085,0.370631,612.6,0.258816,0.127284,51.3,21.2,0.266692,6.1,0.267317,-0.00637,2018-12-11T08:01:41Z,scs-be2-2
0.316067,26.7,0.309817,0.003775,0.219753,24.5,0.283004,0.003587,0.372193,619.1,0.258816,0.128847,51.5,21.2,0.266692,14.7,0.265442,-0.003303,2018-12-11T08:01:51Z,scs-be2-2
0.315817,24.2,0.309942,0.003298,0.219566,24.3,0.282942,0.003343,0.372506,624.2,0.259754,0.130071,51.5,21.2,0.266442,8.2,0.266692,-0.005598,2018-12-11T08:02:01Z,scs-be2-2
0.315317,21.6,0.309942,0.002798,0.220128,23.6,0.281067,0.002216,0.371943,620.1,0.259316,0.129083,51.4,21.2,0.267067,9.4,0.266817,-0.005177,2018-12-11T08:02:11Z,scs-be2-2
0.315192,20.9,0.309942,0.002673,0.219941,22.1,0.279004,0.000171,0.370693,612.1,0.258629,0.127164,51.3,21.2,0.267379,10.9,0.266692,-0.00466,2018-12-11T08:02:21Z,scs-be2-2
0.31538,23.7,0.309755,0.0032,0.220003,20.9,0.277067,-0.001513,0.369193,604.8,0.258379,0.125421,51.2,21.2,0.267942,6.4,0.268004,-0.006245,2018-12-11T08:02:31Z,scs-be2-2
0.31563,23.8,0.30988,0.003224,0.219816,20.0,0.275754,-0.002883,0.369443,605.1,0.258191,0.125489,51.3,21.2,0.267817,2.3,0.268817,-0.007699,2018-12-11T08:02:41Z,scs-be2-2
0.31563,24.4,0.309817,0.003337,0.220628,20.9,0.276254,-0.00162,0.369381,606.6,0.258629,0.125852,51.3,21.2,0.267379,6.8,0.267567,-0.006092,2018-12-11T08:02:51Z,scs-be2-2
0.315942,24.8,0.309942,0.003423,0.220066,20.9,0.277004,-0.001506,0.370443,610.3,0.258441,0.126732,51.3,21.2,0.266942,11.4,0.266317,-0.004484,2018-12-11T08:03:01Z,scs-be2-2
0.315505,23.1,0.30988,0.003099,0.220941,22.2,0.278004,0.00027,0.370568,608.0,0.257754,0.126189,51.3,21.2,0.267004,10.1,0.266629,-0.004933,2018-12-11T08:03:11Z,scs-be2-2
0.31563,23.8,0.30988,0.003224,0.220691,21.5,0.277192,-0.000712,0.370756,608.0,0.257566,0.126194,51.2,21.2,0.267067,7.4,0.267254,-0.005893,2018-12-11T08:03:21Z,scs-be2-2
0.315942,26.0,0.309817,0.00365,0.221191,23.0,0.279004,0.001421,0.371881,615.3,0.258191,0.127927,51.3,21.2,0.266942,7.3,0.267192,-0.005916,2018-12-11T08:03:31Z,scs-be2-2
0.315817,25.4,0.309817,0.003525,0.221191,22.7,0.278567,0.001026,0.372568,620.2,0.258691,0.1291,51.3,21.2,0.267379,9.7,0.266942,-0.005069,2018-12-11T08:03:41Z,scs-be2-2
0.31563,24.4,0.309817,0.003337,0.220878,22.5,0.278504,0.000658,0.373381,624.1,0.258816,0.130034,51.3,21.2,0.267317,-0.5,0.269129,-0.008711,2018-12-11T08:03:51Z,scs-be2-2
0.31563,23.2,0.309942,0.00311,0.221066,22.9,0.279004,0.001296,0.372881,622.2,0.258879,0.129595,51.3,21.2,0.267442,2.1,0.268629,-0.007768,2018-12-11T08:04:01Z,scs-be2-2
0.31563,23.2,0.309942,0.00311,0.220941,22.8,0.278942,0.001114,0.373693,622.3,0.258066,0.129618,51.3,21.2,0.266817,6.7,0.267254,-0.006143,2018-12-11T08:04:11Z,scs-be2-2
0.315567,24.6,0.309755,0.003388,0.221191,23.0,0.279067,0.001477,0.373756,626.9,0.259129,0.130713,51.3,21.2,0.267129,17.7,0.265067,-0.002252,2018-12-11T08:04:21Z,scs-be2-2
0.315817,25.4,0.309817,0.003525,0.221128,23.3,0.279629,0.001921,0.374068,628.2,0.259129,0.131026,51.3,21.2,0.267317,13.9,0.266004,-0.003598,2018-12-11T08:04:31Z,scs-be2-2
0.315692,24.7,0.309817,0.0034,0.220816,22.6,0.278754,0.00082,0.375256,633.4,0.259191,0.132274,51.3,21.2,0.267129,6.4,0.267504,-0.00624,2018-12-11T08:04:41Z,scs-be2-2
0.316067,24.9,0.310005,0.003435,0.220816,23.4,0.280067,0.002003,0.374693,631.1,0.259191,0.131711,51.4,21.2,0.267129,4.7,0.267879,-0.006853,2018-12-11T08:04:51Z,scs-be2-2
0.315942,24.8,0.309942,0.003423,0.220378,23.7,0.281004,0.00241,0.376318,635.4,0.258566,0.132729,51.5,21.2,0.267129,-3.4,0.269629,-0.009716,2018-12-11T08:05:01Z,scs-be2-2
0.31638,26.5,0.310005,0.003747,0.220441,25.1,0.283129,0.004387,0.376756,632.4,0.257379,0.132012,51.6,21.2,0.266317,13.9,0.265379,-0.003576,2018-12-11T08:05:11Z,scs-be2-2
0.316317,26.2,0.310005,0.003685,0.220378,26.3,0.285067,0.00607,0.376756,636.9,0.258504,0.133106,51.7,21.2,0.266254,12.9,0.265567,-0.003945,2018-12-11T08:05:21Z,scs-be2-2
0.315942,24.8,0.309942,0.003423,0.220316,25.5,0.284004,0.00505,0.378881,650.6,0.259691,0.136385,51.7,21.2,0.266504,-7.7,0.270192,-0.011261,2018-12-11T08:05:31Z,scs-be2-2
0.315692,23.5,0.309942,0.003173,0.221066,24.9,0.282192,0.004167,0.379443,652.7,0.259629,0.136887,51.6,21.2,0.266879,0.0,0.268754,-0.008535,2018-12-11T08:05:41Z,scs-be2-2
0.315317,22.2,0.30988,0.002911,0.221128,23.7,0.280192,0.002428,0.379131,652.2,0.259816,0.136756,51.5,21.2,0.267442,17.1,0.265379,-0.002451,2018-12-11T08:05:51Z,scs-be2-2
0.31538,21.9,0.309942,0.00286,0.221191,22.6,0.278317,0.000801,0.378131,646.2,0.259379,0.135331,51.4,21.2,0.267879,-0.1,0.269379,-0.008557,2018-12-11T08:06:01Z,scs-be2-2
0.31563,23.2,0.309942,0.003109,0.221628,23.1,0.278817,0.001638,0.378068,644.9,0.259066,0.135001,51.3,21.3,0.267629,-1.4,0.269504,-0.009031,2018-12-11T08:06:11Z,scs-be2-2
0.31563,23.2,0.309942,0.00311,0.221628,22.3,0.277442,0.00045,0.377568,639.1,0.258191,0.133614,51.3,21.2,0.267692,12.0,0.266629,-0.004246,2018-12-11T08:06:21Z,scs-be2-2
0.315692,22.9,0.310005,0.00306,0.221753,21.9,0.276692,-0.0001,0.377943,639.1,0.257816,0.133625,51.3,21.2,0.267567,14.0,0.266129,-0.003553,2018-12-11T08:06:31Z,scs-be2-2
0.315942,24.2,0.310005,0.003308,0.221878,22.4,0.277317,0.000539,0.378256,642.8,0.258379,0.134516,51.3,21.3,0.267129,6.4,0.267504,-0.006253,2018-12-11T08:06:41Z,scs-be2-2
0.31588,23.9,0.310005,0.003247,0.222066,21.8,0.276129,-0.000295,0.380068,654.3,0.259379,0.137269,51.2,21.2,0.267317,7.0,0.267504,-0.006052,2018-12-11T08:06:51Z,scs-be2-2
0.315755,23.3,0.310005,0.00312,0.222253,20.8,0.274442,-0.001671,0.380818,656.9,0.259191,0.137874,51.2,21.3,0.267629,9.2,0.267192,-0.005241,2018-12-11T08:07:01Z,scs-be2-2
0.315755,23.3,0.310005,0.003122,0.222566,21.5,0.275129,-0.000696,0.382006,660.7,0.258941,0.138781,51.2,21.2,0.267192,8.0,0.267192,-0.005666,2018-12-11T08:07:11Z,scs-be2-2
0.315817,24.2,0.309942,0.003298,0.222691,21.4,0.274817,-0.000852,0.382818,666.1,0.259441,0.140079,51.3,21.2,0.266942,9.4,0.266754,-0.0052,2018-12-11T08:07:21Z,scs-be2-2
0.315567,22.9,0.309942,0.003048,0.223316,22.1,0.275192,0.000111,0.383818,672.8,0.260066,0.141687,51.3,21.2,0.266754,12.6,0.265942,-0.004058,2018-12-11T08:07:31Z,scs-be2-2
0.315505,23.1,0.30988,0.003097,0.223503,22.9,0.276317,0.001265,0.383756,675.1,0.260629,0.142217,51.3,21.3,0.266817,5.5,0.267504,-0.006566,2018-12-11T08:07:41Z,scs-be2-2
0.31538,21.9,0.309942,0.002859,0.224128,24.0,0.277317,0.002789,0.384756,682.6,0.261441,0.144012,51.3,21.3,0.267254,12.8,0.266192,-0.003977,2018-12-11T08:07:51Z,scs-be2-2
0.315255,23.0,0.309755,0.003075,0.224816,24.6,0.277567,0.003751,0.385193,677.6,0.259816,0.142819,51.3,21.2,0.267442,4.1,0.268192,-0.007052,2018-12-11T08:08:01Z,scs-be2-2
0.315817,24.2,0.309942,0.003296,0.225191,26.1,0.279567,0.005875,0.385631,679.8,0.259879,0.143359,51.4,21.3,0.267067,6.5,0.267442,-0.006213,2018-12-11T08:08:11Z,scs-be2-2
0.315942,24.8,0.309942,0.003421,0.225191,26.2,0.279692,0.005987,0.385193,676.7,0.259566,0.142615,51.4,21.3,0.267379,2.8,0.268442,-0.00754,2018-12-11T08:08:21Z,scs-be2-2
0.31588,24.5,0.309942,0.003361,0.225128,25.6,0.278817,0.005189,0.386068,682.2,0.260066,0.143937,51.4,21.2,0.267379,11.2,0.266629,-0.004558,2018-12-11T08:08:31Z,scs-be2-2
0.316067,20.7,0.310442,0.00264,0.224941,26.4,0.280254,0.006243,0.386006,681.1,0.259816,0.143672,51.5,21.3,0.267192,7.4,0.267317,-0.005883,2018-12-11T08:08:41Z,scs-be2-2
0.31588,25.1,0.30988,0.003472,0.225378,27.5,0.281567,0.00786,0.386381,683.5,0.260004,0.144231,51.6,21.3,0.267254,4.7,0.267942,-0.006845,2018-12-11T08:08:51Z,scs-be2-2
