val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.Ox.weV,val.Ox.cnc,val.Ox.aeV,val.Ox.weC,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.CO.weV,val.CO.cnc,val.CO.aeV,val.CO.weC,val.sht.hmd,val.sht.tmp,rec,tag
0.297755,42.5,0.298255,0.002747,0.405569,18.1,0.424006,0.003936,0.297567,68.3,0.307317,0.056678,0.321317,159.7,0.275192,0.030248,66.5,5.3,2019-02-02T20:09:58Z,scs-bgx-431
0.29738,41.8,0.29813,0.002549,0.405444,18.5,0.424069,0.004067,0.296817,66.4,0.307317,0.055928,0.320692,157,0.275254,0.0296,66.4,5.3,2019-02-02T20:10:08Z,scs-bgx-431
0.297442,41.7,0.298192,0.002523,0.405506,18.7,0.424069,0.004157,0.29638,65.4,0.307317,0.05549,0.31938,152,0.274879,0.028424,66.4,5.3,2019-02-02T20:10:18Z,scs-bgx-431
0.297442,41.1,0.298317,0.002346,0.405756,20.1,0.424131,0.004636,0.296442,63.9,0.307192,0.054894,0.319192,151,0.275004,0.028191,66.4,5.3,2019-02-02T20:10:28Z,scs-bgx-431
0.297942,42.8,0.298317,0.002846,0.406006,19.3,0.424069,0.004355,0.29838,68.7,0.307192,0.056832,0.31938,151.4,0.275254,0.028287,66.5,5.3,2019-02-02T20:10:38Z,scs-bgx-431
0.298755,45.9,0.298255,0.003747,0.406506,18.3,0.424069,0.004002,0.302817,82.1,0.30738,0.062257,0.321505,161,0.274879,0.030549,66.5,5.3,2019-02-02T20:10:48Z,scs-bgx-431
0.29888,46.4,0.298255,0.003872,0.406381,17.4,0.424006,0.003676,0.301505,78,0.307317,0.060616,0.32263,165.8,0.274879,0.031674,66.5,5.3,2019-02-02T20:10:58Z,scs-bgx-431
0.298442,45.1,0.298192,0.003523,0.406131,17.9,0.424069,0.003847,0.30038,76.1,0.30738,0.05982,0.322567,166.2,0.274442,0.031771,66.5,5.3,2019-02-02T20:11:08Z,scs-bgx-431
0.29863,45.5,0.298255,0.003622,0.406006,17.4,0.424131,0.003676,0.300255,74.1,0.307255,0.059036,0.323692,170.4,0.274817,0.032759,66.5,5.3,2019-02-02T20:11:18Z,scs-bgx-431
0.29838,44.6,0.298255,0.003372,0.405944,17.7,0.424069,0.003797,0.299567,74.1,0.30738,0.059007,0.321942,163.7,0.274317,0.031191,66.5,5.3,2019-02-02T20:11:28Z,scs-bgx-431
0.29838,44.6,0.298255,0.003372,0.405881,17.6,0.424069,0.003735,0.29888,69.9,0.307192,0.057332,0.320692,158.2,0.274442,0.029896,66.5,5.3,2019-02-02T20:11:38Z,scs-bgx-431
0.298067,43.6,0.298255,0.00306,0.405694,17.8,0.424069,0.003822,0.29813,71.3,0.307442,0.057899,0.320442,156.5,0.274879,0.029486,66.6,5.3,2019-02-02T20:11:48Z,scs-bgx-431
0.29738,41.2,0.298255,0.002372,0.405506,19.1,0.424069,0.004295,0.297567,65.8,0.30713,0.05569,0.320692,157.2,0.275129,0.029645,66.5,5.3,2019-02-02T20:11:58Z,scs-bgx-431
0.297255,41.1,0.298192,0.002335,0.405506,18.8,0.423944,0.004194,0.297567,67.5,0.307255,0.056349,0.32063,156.8,0.275192,0.02956,66.5,5.3,2019-02-02T20:12:08Z,scs-bgx-431
0.297567,42.1,0.298192,0.002648,0.405694,19,0.424069,0.004235,0.297567,67.5,0.307255,0.056349,0.320567,155.7,0.275754,0.029293,66.5,5.3,2019-02-02T20:12:18Z,scs-bgx-431
0.297817,42.7,0.298255,0.00281,0.405756,18.7,0.424069,0.004132,0.298067,69.5,0.307317,0.057178,0.320067,154.5,0.275129,0.02902,66.5,5.3,2019-02-02T20:12:28Z,scs-bgx-431
0.29788,43.5,0.29813,0.003049,0.406131,18.9,0.424006,0.004223,0.299567,74.1,0.30738,0.059007,0.320255,156.7,0.274192,0.029549,66.5,5.3,2019-02-02T20:12:38Z,scs-bgx-431
0.298317,45,0.29813,0.003486,0.406506,19,0.424069,0.00425,0.299942,74.2,0.307317,0.059053,0.322067,162.6,0.275379,0.030929,66.5,5.3,2019-02-02T20:12:48Z,scs-bgx-431
0.298692,46,0.298192,0.003773,0.406569,18.4,0.424069,0.004037,0.300067,75.3,0.30738,0.059507,0.323442,169.2,0.274879,0.032486,66.5,5.3,2019-02-02T20:12:58Z,scs-bgx-431
0.298755,46.2,0.298192,0.003835,0.406381,17.9,0.424131,0.003859,0.301442,74.6,0.307067,0.059235,0.323755,170.7,0.274817,0.032822,66.5,5.3,2019-02-02T20:13:08Z,scs-bgx-431
0.298255,44.2,0.298255,0.003247,0.405881,17.5,0.423944,0.003717,0.300942,77.5,0.30738,0.060382,0.323067,167.4,0.275067,0.032043,66.5,5.3,2019-02-02T20:13:18Z,scs-bgx-431
0.297255,40.7,0.298255,0.002247,0.405631,19.9,0.424069,0.004557,0.298255,71.6,0.307442,0.058024,0.321005,159.4,0.274567,0.030163,66.4,5.3,2019-02-02T20:13:28Z,scs-bgx-431
0.297067,40.1,0.298255,0.00206,0.405819,20.7,0.424006,0.004846,0.297442,66.4,0.307192,0.055894,0.320505,156.5,0.275004,0.029503,66.3,5.3,2019-02-02T20:13:38Z,scs-bgx-431
0.29738,41.2,0.298255,0.002372,0.405944,20,0.423944,0.004604,0.297755,68.8,0.307317,0.056865,0.320755,157.2,0.275254,0.029662,66.4,5.3,2019-02-02T20:13:48Z,scs-bgx-431
0.297567,42.4,0.29813,0.002736,0.405944,19.4,0.424069,0.004402,0.29788,67.4,0.307192,0.056332,0.320005,154.3,0.275067,0.028981,66.4,5.3,2019-02-02T20:13:58Z,scs-bgx-431
0.297755,42.5,0.298255,0.002747,0.405944,19.4,0.424069,0.004375,0.298317,71,0.30738,0.057757,0.319505,152,0.275192,0.028435,66.4,5.3,2019-02-02T20:14:08Z,scs-bgx-431
0.297317,40.7,0.298317,0.002221,0.406006,20.9,0.424069,0.004932,0.299442,72.9,0.307317,0.058553,0.318317,148.5,0.274192,0.027612,66.5,5.3,2019-02-02T20:14:18Z,scs-bgx-431
0.298192,44.3,0.298192,0.003273,0.406694,19.9,0.424006,0.004566,0.303755,83.6,0.307317,0.062866,0.318942,151,0.274317,0.028191,66.5,5.3,2019-02-02T20:14:28Z,scs-bgx-431
0.29813,43.8,0.298255,0.003122,0.406506,19.9,0.424069,0.00458,0.301942,79.9,0.30738,0.061382,0.31913,150.8,0.274942,0.028151,66.4,5.3,2019-02-02T20:14:38Z,scs-bgx-431
0.297067,40.4,0.298192,0.002148,0.405944,20.8,0.424006,0.004888,0.298755,71.2,0.307317,0.057865,0.319005,149.8,0.275254,0.027912,66.3,5.3,2019-02-02T20:14:48Z,scs-bgx-431
0.296942,40,0.298192,0.002023,0.406131,21.8,0.424069,0.00525,0.29788,69.1,0.307317,0.05699,0.31913,150.8,0.274942,0.028151,66.3,5.3,2019-02-02T20:14:58Z,scs-bgx-431
0.297192,40.5,0.298255,0.002185,0.406006,20.9,0.424006,0.004923,0.29738,69.5,0.307442,0.057149,0.318442,148.1,0.274817,0.027509,66.2,5.3,2019-02-02T20:15:08Z,scs-bgx-431
0.297255,40.7,0.298255,0.002247,0.406131,21.1,0.424006,0.004993,0.296692,65.3,0.307255,0.055473,0.318192,146.2,0.275317,0.027077,66.3,5.3,2019-02-02T20:15:18Z,scs-bgx-431
0.29688,39.5,0.298255,0.001872,0.406069,22,0.424069,0.005325,0.29613,62.3,0.30713,0.054252,0.317317,143.2,0.274879,0.026361,66.3,5.3,2019-02-02T20:15:28Z,scs-bgx-431
0.296567,39,0.29813,0.001736,0.405881,21.5,0.423944,0.005147,0.296505,65.7,0.307317,0.055615,0.31763,144.4,0.274942,0.026651,66.3,5.3,2019-02-02T20:15:38Z,scs-bgx-431
0.296442,38.6,0.29813,0.001611,0.405756,21.3,0.423881,0.005068,0.298005,69.4,0.307317,0.057115,0.31913,150.3,0.275254,0.028037,66.2,5.3,2019-02-02T20:15:48Z,scs-bgx-431
0.296942,39.4,0.298317,0.001846,0.405944,21.6,0.424006,0.005163,0.298755,71.2,0.307317,0.057865,0.31888,150.1,0.274692,0.027992,66.2,5.3,2019-02-02T20:15:58Z,scs-bgx-431
0.296692,38.8,0.298255,0.001685,0.405569,20.8,0.423944,0.004889,0.297755,68.8,0.307317,0.056865,0.31838,147.6,0.274942,0.027401,66.3,5.3,2019-02-02T20:16:08Z,scs-bgx-431
0.29663,39.2,0.29813,0.001799,0.405631,20.9,0.424006,0.004906,0.29688,68.2,0.307442,0.056649,0.317442,144,0.274692,0.026555,66.2,5.3,2019-02-02T20:16:18Z,scs-bgx-431
0.296817,39.5,0.298192,0.001898,0.405819,21.2,0.424006,0.005011,0.297317,66.9,0.307255,0.056098,0.31738,143.5,0.274817,0.026447,66.2,5.3,2019-02-02T20:16:28Z,scs-bgx-431
0.298505,45.1,0.298255,0.003497,0.407569,21.7,0.424006,0.005221,0.303505,81.4,0.307192,0.061957,0.319192,151.1,0.274942,0.028214,66.2,5.3,2019-02-02T20:16:38Z,scs-bgx-431
0.298442,45.1,0.298192,0.003523,0.407131,20.5,0.424006,0.004783,0.300817,76.3,0.307317,0.059928,0.320817,157.9,0.275004,0.029816,66.1,5.3,2019-02-02T20:16:48Z,scs-bgx-431
0.297817,43,0.298192,0.002898,0.406631,20.6,0.423944,0.004797,0.298505,69,0.307192,0.056957,0.322255,164.1,0.274942,0.031276,66.1,5.3,2019-02-02T20:16:58Z,scs-bgx-431
0.297192,40.8,0.298192,0.002273,0.406069,20.7,0.423944,0.004839,0.296942,64.3,0.30713,0.055065,0.321817,162.8,0.274567,0.030975,66.1,5.3,2019-02-02T20:17:08Z,scs-bgx-431
0.297255,41.1,0.298192,0.002335,0.406256,21,0.423944,0.004944,0.296442,63.9,0.307192,0.054894,0.324255,172.8,0.274817,0.033322,66,5.3,2019-02-02T20:17:18Z,scs-bgx-431
0.297317,41.3,0.298192,0.002398,0.406069,20.3,0.423944,0.004702,0.29638,64.5,0.307255,0.055161,0.326317,181.1,0.275129,0.03527,66.1,5.3,2019-02-02T20:17:28Z,scs-bgx-431
0.297005,40.2,0.298192,0.002085,0.405756,20.3,0.423944,0.004692,0.296255,64.2,0.307255,0.055036,0.32288,167.4,0.274504,0.03206,66.1,5.3,2019-02-02T20:17:38Z,scs-bgx-431
0.297067,40.4,0.298192,0.002148,0.406319,22,0.424069,0.005327,0.296317,63.6,0.307192,0.054769,0.319942,154.9,0.274504,0.029123,66.1,5.3,2019-02-02T20:17:48Z,scs-bgx-431
0.29738,41.8,0.29813,0.002549,0.406319,20.6,0.423944,0.004814,0.297005,66.9,0.307317,0.056115,0.31963,152.8,0.275004,0.028628,66.2,5.3,2019-02-02T20:17:58Z,scs-bgx-431
0.296692,39.4,0.29813,0.001861,0.405569,20.5,0.424006,0.004788,0.297067,66.2,0.307255,0.055848,0.31788,145,0.275254,0.026787,66.2,5.3,2019-02-02T20:18:08Z,scs-bgx-431
0.296755,39.6,0.29813,0.001924,0.405569,20.6,0.424069,0.004797,0.296817,64.8,0.307192,0.055269,0.316817,140.7,0.275129,0.02577,66.1,5.3,2019-02-02T20:18:18Z,scs-bgx-431
0.297255,41.1,0.298192,0.002335,0.405944,20.3,0.424006,0.004696,0.29638,61.3,0.307005,0.053843,0.315505,135.9,0.274567,0.024663,66.1,5.3,2019-02-02T20:18:28Z,scs-bgx-431
0.29763,42.3,0.298192,0.00271,0.406006,19.5,0.424006,0.004428,0.296317,64.4,0.307255,0.055098,0.315942,137.2,0.274942,0.024964,66.1,5.3,2019-02-02T20:18:38Z,scs-bgx-431
0.297317,41.3,0.298192,0.002398,0.405819,19.6,0.423944,0.004452,0.29938,72.8,0.307317,0.05849,0.317442,143.1,0.275254,0.02635,66.1,5.3,2019-02-02T20:18:48Z,scs-bgx-431
0.298005,43.6,0.298192,0.003085,0.406256,19.2,0.424006,0.004321,0.306255,90.6,0.30738,0.065695,0.318317,146.5,0.275504,0.027134,66.2,5.3,2019-02-02T20:18:58Z,scs-bgx-431
0.29838,44.9,0.298192,0.00346,0.406256,18.2,0.424006,0.003963,0.301505,76.4,0.307192,0.059957,0.317317,143.8,0.274504,0.026498,66.2,5.3,2019-02-02T20:19:08Z,scs-bgx-431
0.29838,44.6,0.298255,0.003372,0.406131,18.1,0.424006,0.003921,0.29938,71.1,0.307192,0.057832,0.317317,143.9,0.274442,0.026521,66.3,5.3,2019-02-02T20:19:18Z,scs-bgx-431
0.29813,44.1,0.298192,0.00321,0.405881,17.8,0.424006,0.003808,0.298317,69.3,0.307255,0.057099,0.317442,144.1,0.274629,0.026577,66.4,5.3,2019-02-02T20:19:28Z,scs-bgx-431
0.298005,43.3,0.298255,0.002997,0.405944,18.7,0.424069,0.004155,0.299567,73.2,0.307317,0.058678,0.316505,139.6,0.274942,0.025526,66.4,5.3,2019-02-02T20:19:38Z,scs-bgx-431
0.29838,44.3,0.298317,0.003284,0.406756,20.4,0.424131,0.004756,0.301317,78.4,0.30738,0.060757,0.316942,141.6,0.274879,0.025986,66.4,5.3,2019-02-02T20:19:48Z,scs-bgx-431
0.29813,43.5,0.298317,0.003034,0.406881,21.4,0.424131,0.005101,0.301005,77.6,0.30738,0.060445,0.31838,149,0.274067,0.02772,66.4,5.3,2019-02-02T20:19:58Z,scs-bgx-431
0.297755,42.2,0.298317,0.002659,0.406631,21.7,0.424131,0.005209,0.299067,71.2,0.307255,0.057849,0.32188,162.3,0.275067,0.030856,66.4,5.3,2019-02-02T20:20:08Z,scs-bgx-431
0.297067,40.1,0.298255,0.00206,0.406131,21.6,0.424006,0.005158,0.297255,66.7,0.307255,0.056036,0.322567,164.9,0.275254,0.031475,66.4,5.3,2019-02-02T20:20:18Z,scs-bgx-431
0.29663,38.6,0.298255,0.001622,0.405631,21.3,0.424006,0.005071,0.296942,67.6,0.30738,0.056382,0.321255,159.7,0.275004,0.030253,66.3,5.3,2019-02-02T20:20:28Z,scs-bgx-431
0.29638,37.7,0.298255,0.001372,0.405756,22.4,0.424006,0.005443,0.296442,66.3,0.30738,0.055882,0.318942,149.5,0.275254,0.02785,66.2,5.3,2019-02-02T20:20:38Z,scs-bgx-431
0.296192,37.1,0.298255,0.001185,0.405694,22.8,0.424069,0.00561,0.296255,65,0.307317,0.055365,0.317817,145.6,0.274692,0.02693,66.2,5.3,2019-02-02T20:20:48Z,scs-bgx-431
0.296192,37.4,0.298192,0.001273,0.405506,21.9,0.424006,0.005276,0.296192,65.7,0.30738,0.055632,0.317255,143.5,0.274504,0.026435,66.1,5.3,2019-02-02T20:20:58Z,scs-bgx-431
0.296567,38.7,0.298192,0.001648,0.405569,21.1,0.424006,0.004981,0.29588,63.3,0.307255,0.054661,0.316942,141.6,0.274879,0.025986,66,5.3,2019-02-02T20:21:08Z,scs-bgx-431
0.296567,38.7,0.298192,0.001648,0.405944,22.1,0.424006,0.005356,0.295755,64.6,0.30738,0.055195,0.31613,138.4,0.274692,0.025242,66,5.3,2019-02-02T20:21:18Z,scs-bgx-431
0.29638,37.7,0.298255,0.001372,0.406006,22.9,0.423944,0.005629,0.296005,65.2,0.30738,0.055445,0.316317,139.6,0.274442,0.025521,66.1,5.3,2019-02-02T20:21:28Z,scs-bgx-431
0.296755,39.3,0.298192,0.001835,0.405881,21.5,0.424006,0.005128,0.302255,79.1,0.307255,0.061036,0.318567,148.5,0.274879,0.027611,66.2,5.3,2019-02-02T20:21:38Z,scs-bgx-431
0.297005,40.2,0.298192,0.002085,0.405631,20.3,0.424069,0.004695,0.304692,85.1,0.307255,0.063474,0.321067,158.8,0.275067,0.030043,66.2,5.3,2019-02-02T20:21:48Z,scs-bgx-431
0.297442,41.4,0.298255,0.002435,0.405631,19.3,0.424069,0.004365,0.304255,84,0.307255,0.063036,0.32113,159.2,0.275004,0.030128,66.2,5.3,2019-02-02T20:21:58Z,scs-bgx-431
0.29713,40.3,0.298255,0.002122,0.405631,20,0.424006,0.004603,0.300692,76.8,0.30738,0.060132,0.320255,155.8,0.274817,0.029322,66.1,5.3,2019-02-02T20:22:08Z,scs-bgx-431
0.296817,39.5,0.298192,0.001898,0.405756,21.2,0.424069,0.005012,0.29863,70.1,0.307255,0.057411,0.31888,149.3,0.275192,0.02781,66.1,5.3,2019-02-02T20:22:18Z,scs-bgx-431
0.29663,38.9,0.298192,0.00171,0.406006,22.2,0.424006,0.005363,0.297067,66.2,0.307255,0.055848,0.318255,147.2,0.274879,0.027299,66,5.3,2019-02-02T20:22:28Z,scs-bgx-431
0.296442,37.9,0.298255,0.001435,0.406006,22.9,0.424006,0.005638,0.296192,63.3,0.307192,0.054644,0.318005,146.2,0.274817,0.027072,66,5.3,2019-02-02T20:22:38Z,scs-bgx-431
0.295942,36.2,0.298255,0.000935,0.405881,23.9,0.424006,0.005981,0.296442,66.3,0.30738,0.055882,0.317817,144.9,0.275129,0.02677,66.1,5.3,2019-02-02T20:22:48Z,scs-bgx-431
0.29613,37.2,0.298192,0.00121,0.405944,23.5,0.424069,0.005832,0.297817,66.5,0.30713,0.05594,0.317442,143.4,0.275067,0.026418,66.1,5.3,2019-02-02T20:22:58Z,scs-bgx-431
0.29638,38,0.298192,0.00146,0.406006,22.8,0.424006,0.005611,0.297317,66,0.307192,0.055769,0.31738,143.2,0.275067,0.026356,66,5.3,2019-02-02T20:23:08Z,scs-bgx-431
0.296255,37.3,0.298255,0.001247,0.406069,23.6,0.424006,0.005866,0.29638,64.5,0.307255,0.055161,0.317692,144.3,0.275192,0.026623,66,5.3,2019-02-02T20:23:18Z,scs-bgx-431
0.296192,37.4,0.298192,0.001273,0.406131,23.7,0.424006,0.005901,0.296067,66.2,0.307442,0.055837,0.316942,141.8,0.274754,0.026032,66.1,5.3,2019-02-02T20:23:28Z,scs-bgx-431
0.296505,38.8,0.29813,0.001674,0.406069,22.4,0.424006,0.005453,0.296317,65.2,0.307317,0.055428,0.316755,141.3,0.274567,0.025913,66.1,5.3,2019-02-02T20:23:38Z,scs-bgx-431
0.297567,42.1,0.298192,0.002648,0.407131,22.7,0.423944,0.005544,0.300192,72.3,0.30713,0.058315,0.316817,141.7,0.274442,0.026021,66.2,5.3,2019-02-02T20:23:48Z,scs-bgx-431
0.299255,47.6,0.298255,0.004247,0.408631,22.8,0.424006,0.005596,0.30238,76.9,0.307067,0.060173,0.316505,140.2,0.274567,0.025663,66.2,5.3,2019-02-02T20:23:58Z,scs-bgx-431
0.299192,47.4,0.298255,0.004185,0.408069,21.7,0.424131,0.005216,0.302692,80.2,0.307255,0.061474,0.318192,146.6,0.275067,0.027168,66.2,5.3,2019-02-02T20:24:08Z,scs-bgx-431
0.299255,47.9,0.298192,0.004335,0.407944,21,0.424131,0.004954,0.302505,79.7,0.307255,0.061286,0.328693,191.6,0.274879,0.037736,66.2,5.3,2019-02-02T20:24:18Z,scs-bgx-431
0.300505,51.7,0.298317,0.005409,0.409006,21,0.424131,0.004971,0.30338,82.7,0.307317,0.062491,0.337005,226.6,0.275129,0.045958,66.3,5.3,2019-02-02T20:24:28Z,scs-bgx-431
0.300067,50.1,0.298317,0.004971,0.408194,20.2,0.424194,0.004663,0.301567,77.4,0.307255,0.060349,0.349068,276.8,0.275817,0.057771,66.3,5.3,2019-02-02T20:24:38Z,scs-bgx-431
0.29813,43.8,0.298255,0.003122,0.406694,20.6,0.424131,0.004831,0.299567,74.1,0.30738,0.059007,0.344818,257.7,0.276504,0.05327,66.3,5.3,2019-02-02T20:24:48Z,scs-bgx-431
