val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.Ox.weV,val.Ox.cnc,val.Ox.aeV,val.Ox.weC,val.CO.weV,val.CO.cnc,val.CO.aeV,val.CO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.286567,57.8,0.285567,-0.005971,0.408569,1.7,0.400944,0.001354,0.388881,-30.8,0.235066,0.039489,53.5,29.3,0.283817,47.8,0.29663,-0.011277,2019-01-03T05:22:23Z,scs-bgx-502
0.286567,57.8,0.285567,-0.005971,0.408569,0.3,0.400881,0.000838,0.389381,-25.4,0.235566,0.040718,53.6,29.3,0.284192,50.6,0.29638,-0.010432,2019-01-03T05:22:33Z,scs-bgx-502
0.286629,58,0.285567,-0.005909,0.408319,-1.9,0.400819,1.9e-05,0.389131,-30.5,0.234941,0.039557,53.7,29.3,0.284379,52.4,0.296192,-0.009892,2019-01-03T05:22:43Z,scs-bgx-502
0.286442,56.9,0.285629,-0.006215,0.408131,-3.1,0.400756,-0.000394,0.388756,-34.9,0.234504,0.038544,53.8,29.3,0.284067,51.3,0.296192,-0.010205,2019-01-03T05:22:53Z,scs-bgx-502
0.286379,57.5,0.285504,-0.00604,0.408444,0.2,0.400881,0.000792,0.390068,-22.8,0.235504,0.041315,53.8,29.3,0.284379,53.5,0.296005,-0.00954,2019-01-03T05:23:03Z,scs-bgx-502
0.286317,56.9,0.285567,-0.006221,0.408194,-0.1,0.400881,0.000701,0.390381,-19.8,0.235754,0.041992,53.9,29.3,0.284692,53.8,0.29613,-0.009463,2019-01-03T05:23:13Z,scs-bgx-502
0.286254,56.2,0.285629,-0.006402,0.408069,-1.3,0.400819,0.000245,0.391256,-20,0.235129,0.041955,53.9,29.3,0.284442,52.9,0.29613,-0.009713,2019-01-03T05:23:23Z,scs-bgx-502
0.286379,57.1,0.285567,-0.006164,0.408069,-3.2,0.400756,-0.000447,0.390756,-25.5,0.234754,0.040691,53.9,29.4,0.284567,52.9,0.296192,-0.009733,2019-01-03T05:23:33Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.408069,-0.2,0.400881,0.000655,0.390381,-28.6,0.234379,0.039987,53.9,29.3,0.284754,53.2,0.296255,-0.009635,2019-01-03T05:23:43Z,scs-bgx-502
0.286317,56.9,0.285567,-0.006221,0.407881,-3.8,0.400756,-0.000644,0.390943,-19.8,0.235379,0.042007,54,29.3,0.285004,52.5,0.296505,-0.009855,2019-01-03T05:23:53Z,scs-bgx-502
0.286379,56.7,0.285629,-0.006277,0.407756,-1.1,0.400881,0.000316,0.390068,-28.4,0.234629,0.040039,54,29.3,0.285567,54.7,0.296442,-0.009175,2019-01-03T05:24:03Z,scs-bgx-502
0.286254,56.2,0.285629,-0.006402,0.407881,-0.4,0.400881,0.000573,0.390131,-34.5,0.233629,0.038643,54,29.3,0.285254,52.9,0.296567,-0.009722,2019-01-03T05:24:13Z,scs-bgx-502
0.286317,56.4,0.285629,-0.00634,0.407694,-3.9,0.400756,-0.000699,0.391068,-26.8,0.234191,0.040401,54,29.3,0.285004,51.3,0.296692,-0.010207,2019-01-03T05:24:23Z,scs-bgx-502
0.286317,56.4,0.285629,-0.00634,0.407569,-2.9,0.400819,-0.000308,0.391256,-26.8,0.234066,0.040406,54,29.3,0.285129,54.4,0.296255,-0.00926,2019-01-03T05:24:33Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.407631,-4.2,0.400756,-0.000814,0.392193,-23.5,0.233941,0.041162,54,29.3,0.284817,53.8,0.296192,-0.009455,2019-01-03T05:24:43Z,scs-bgx-502
0.286192,56,0.285629,-0.006465,0.407444,-2.9,0.400819,-0.000328,0.392881,-19.7,0.234066,0.042031,54,29.3,0.284942,55,0.296067,-0.009095,2019-01-03T05:24:53Z,scs-bgx-502
0.286254,56.2,0.285629,-0.006402,0.407444,-3.1,0.400819,-0.00038,0.393006,-13.1,0.235004,0.043523,54,29.3,0.285192,53.9,0.29638,-0.009432,2019-01-03T05:25:03Z,scs-bgx-502
0.286317,56,0.285692,-0.006458,0.407631,-2.4,0.400819,-0.00014,0.392631,-23.9,0.233566,0.041052,54,29.3,0.285129,53.7,0.29638,-0.009495,2019-01-03T05:25:13Z,scs-bgx-502
0.286004,55.7,0.285567,-0.006534,0.407444,-1.3,0.400881,0.000268,0.392256,-27.6,0.233254,0.040222,54,29.3,0.285004,51.7,0.29663,-0.01009,2019-01-03T05:25:23Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407444,-2.8,0.400819,-0.000275,0.391443,-27.6,0.233816,0.040229,54,29.3,0.285379,52.6,0.296692,-0.009832,2019-01-03T05:25:33Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407506,-0.9,0.400881,0.000383,0.391943,-19,0.234816,0.042187,54,29.3,0.285817,53.6,0.296755,-0.009512,2019-01-03T05:25:43Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407381,-2.9,0.400819,-0.000337,0.391318,-28.9,0.233691,0.039922,54,29.3,0.285254,53.3,0.296505,-0.009605,2019-01-03T05:25:53Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407381,-1.5,0.400881,0.000179,0.392631,-21.1,0.234004,0.04169,54,29.3,0.285129,55.2,0.29613,-0.009025,2019-01-03T05:26:03Z,scs-bgx-502
0.286192,55.6,0.285692,-0.006583,0.407444,-1.2,0.400881,0.000294,0.393256,-20.8,0.233629,0.041768,54,29.3,0.285067,56.6,0.29588,-0.008618,2019-01-03T05:26:13Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407381,-1.5,0.400881,0.000179,0.393381,-22.7,0.233254,0.041347,54,29.3,0.284942,53.4,0.296317,-0.009565,2019-01-03T05:26:23Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407194,-3.2,0.400819,-0.000446,0.392131,-35.3,0.232129,0.038456,54,29.3,0.285442,53.5,0.296567,-0.009535,2019-01-03T05:26:33Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407256,-3.1,0.400819,-0.000383,0.391881,-34.4,0.232441,0.038662,54,29.3,0.285129,54.4,0.296255,-0.00926,2019-01-03T05:26:43Z,scs-bgx-502
0.286129,55.3,0.285692,-0.006651,0.407256,-4.2,0.400756,-0.000785,0.391881,-33.4,0.232754,0.038888,54,29.4,0.285317,55.7,0.29613,-0.008865,2019-01-03T05:26:53Z,scs-bgx-502
0.286067,55.1,0.285692,-0.006708,0.407256,-2.8,0.400819,-0.000278,0.393131,-24.6,0.233129,0.040914,54,29.3,0.285254,55.2,0.296192,-0.009017,2019-01-03T05:27:03Z,scs-bgx-502
0.286254,55.8,0.285692,-0.00652,0.407256,-3.3,0.400819,-0.000462,0.393756,-18.6,0.233629,0.042268,54,29.3,0.285129,54.1,0.296317,-0.009377,2019-01-03T05:27:13Z,scs-bgx-502
0.286192,55.6,0.285692,-0.006583,0.407256,-3.1,0.400819,-0.00041,0.393694,-20.5,0.233379,0.041841,54,29.3,0.285192,53.1,0.296505,-0.009667,2019-01-03T05:27:23Z,scs-bgx-502
0.286129,55.4,0.285692,-0.006645,0.407194,-4.6,0.400756,-0.000935,0.392943,-31,0.232254,0.039451,54,29.3,0.285192,52.7,0.296567,-0.009785,2019-01-03T05:27:33Z,scs-bgx-502
0.286067,55.1,0.285692,-0.006708,0.407131,-1.7,0.400881,0.000113,0.393569,-25.4,0.232691,0.040714,54,29.3,0.285067,55,0.29613,-0.009088,2019-01-03T05:27:43Z,scs-bgx-502
0.285942,54.7,0.285692,-0.006839,0.407006,-0.1,0.400944,0.000678,0.393819,-24.1,0.232879,0.041009,53.9,29.4,0.285567,55.4,0.296317,-0.008968,2019-01-03T05:27:53Z,scs-bgx-502
0.285879,54,0.285754,-0.007014,0.406569,-1,0.400944,0.000357,0.393694,-23.7,0.232879,0.041112,53.8,29.3,0.286192,57.6,0.296317,-0.008315,2019-01-03T05:28:03Z,scs-bgx-502
0.285504,53.1,0.285692,-0.007276,0.406006,-4.6,0.400819,-0.000936,0.392943,-30.8,0.232441,0.039493,53.7,29.4,0.286879,55.1,0.297067,-0.009067,2019-01-03T05:28:13Z,scs-bgx-502
0.285254,52.2,0.285692,-0.00752,0.405194,-7.8,0.400756,-0.00209,0.391756,-39,0.231816,0.037626,53.4,29.3,0.287442,62.1,0.296255,-0.006947,2019-01-03T05:28:23Z,scs-bgx-502
0.285067,51.6,0.285692,-0.007708,0.405256,-4.3,0.400881,-0.000838,0.392693,-32.5,0.232191,0.03911,53.3,29.3,0.286817,62.7,0.295817,-0.00675,2019-01-03T05:28:33Z,scs-bgx-502
0.285129,51.8,0.285692,-0.007645,0.404881,-6.9,0.400819,-0.001781,0.392693,-35.3,0.231754,0.038472,53.1,29.3,0.287879,66.6,0.295755,-0.00557,2019-01-03T05:28:43Z,scs-bgx-502
0.285129,51.8,0.285692,-0.007645,0.404631,-7.6,0.400819,-0.002031,0.392506,-38.5,0.231379,0.037738,53,29.3,0.287317,60.1,0.296505,-0.007542,2019-01-03T05:28:53Z,scs-bgx-502
0.285067,51.6,0.285692,-0.007708,0.404631,-8.9,0.400756,-0.002494,0.392443,-38.4,0.231441,0.037767,52.9,29.3,0.287379,59.2,0.296692,-0.007832,2019-01-03T05:29:03Z,scs-bgx-502
0.284317,48.9,0.285692,-0.008458,0.403319,-9.1,0.400819,-0.002578,0.391881,-43.6,0.231004,0.036566,52.6,29.3,0.288004,63.5,0.296317,-0.006502,2019-01-03T05:29:13Z,scs-bgx-502
0.284192,48.5,0.285692,-0.008583,0.402944,-11.3,0.400756,-0.003364,0.392818,-39.1,0.231066,0.037595,52.3,29.3,0.289004,63.7,0.296817,-0.006442,2019-01-03T05:29:23Z,scs-bgx-502
0.284379,49.1,0.285692,-0.008395,0.402881,-13.3,0.400694,-0.0041,0.392943,-40.2,0.230816,0.037355,52.1,29.3,0.289004,64.9,0.29663,-0.006089,2019-01-03T05:29:33Z,scs-bgx-502
0.284379,49.1,0.285692,-0.008395,0.402881,-11.9,0.400756,-0.003585,0.392256,-44.4,0.230629,0.036394,52,29.3,0.288754,64.5,0.296567,-0.006222,2019-01-03T05:29:43Z,scs-bgx-502
0.284254,49.5,0.285567,-0.008284,0.402819,-13.8,0.400694,-0.004269,0.391318,-44.9,0.231191,0.036277,51.8,29.3,0.288567,62.7,0.296755,-0.006762,2019-01-03T05:29:53Z,scs-bgx-502
0.283942,48.4,0.285567,-0.008596,0.402006,-15.2,0.400694,-0.004791,0.390443,-51.1,0.230816,0.034855,51.5,29.3,0.289254,65,0.296755,-0.006074,2019-01-03T05:30:03Z,scs-bgx-502
0.283879,48.2,0.285567,-0.008659,0.401881,-16.9,0.400631,-0.005379,0.390568,-51,0.230754,0.034889,51.3,29.3,0.289379,67.3,0.296442,-0.005362,2019-01-03T05:30:13Z,scs-bgx-502
0.283817,48,0.285567,-0.008721,0.401819,-14,0.400756,-0.004357,0.390818,-46.7,0.231254,0.035868,51.1,29.3,0.289317,67.9,0.296317,-0.00519,2019-01-03T05:30:23Z,scs-bgx-502
0.284004,48.2,0.285629,-0.008652,0.402069,-13.5,0.400756,-0.004159,0.389506,-50,0.231629,0.035102,51,29.3,0.288817,65.4,0.296442,-0.005925,2019-01-03T05:30:33Z,scs-bgx-502
0.283817,47.5,0.285629,-0.008845,0.401944,-13.2,0.400756,-0.004038,0.387818,-62.9,0.230941,0.032172,50.8,29.4,0.288504,64.3,0.296442,-0.006265,2019-01-03T05:30:43Z,scs-bgx-502
0.283817,48,0.285567,-0.008721,0.401694,-15.8,0.400694,-0.004998,0.387756,-59.7,0.231316,0.032897,50.7,29.3,0.288504,66,0.296192,-0.005767,2019-01-03T05:30:53Z,scs-bgx-502
0.284504,50.4,0.285567,-0.008034,0.402569,-13.7,0.400756,-0.00424,0.387068,-59.5,0.231816,0.032938,50.7,29.3,0.288192,62.2,0.29663,-0.006902,2019-01-03T05:31:03Z,scs-bgx-502
0.284629,51.3,0.285504,-0.00779,0.403194,-12.6,0.400756,-0.003853,0.386318,-62.8,0.231816,0.032188,50.8,29.3,0.287379,63.4,0.296005,-0.00654,2019-01-03T05:31:13Z,scs-bgx-502
0.284629,50.9,0.285567,-0.007909,0.403256,-10.8,0.400819,-0.003169,0.386068,-61.1,0.232254,0.032576,50.9,29.3,0.286754,62.1,0.29588,-0.00693,2019-01-03T05:31:23Z,scs-bgx-502
0.284567,50.6,0.285567,-0.007971,0.403381,-10.2,0.400819,-0.002965,0.385443,-63.9,0.232254,0.031951,50.9,29.3,0.287004,60.6,0.296255,-0.007385,2019-01-03T05:31:33Z,scs-bgx-502
0.285317,53.3,0.285567,-0.007221,0.405006,-7.7,0.400819,-0.002052,0.385256,-59.9,0.233004,0.032857,51.2,29.3,0.286004,56.6,0.29638,-0.00862,2019-01-03T05:31:43Z,scs-bgx-502
0.285942,55.9,0.285504,-0.006478,0.405881,-10,0.400694,-0.002896,0.386006,-53,0.233566,0.034427,51.5,29.3,0.284942,49.9,0.29688,-0.010622,2019-01-03T05:31:53Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.406569,-5,0.400819,-0.001071,0.386068,-50.3,0.233941,0.035036,51.7,29.3,0.284567,53,0.296192,-0.009705,2019-01-03T05:32:03Z,scs-bgx-502
0.285629,54,0.285629,-0.007027,0.405569,-5.2,0.400881,-0.001159,0.385818,-44.6,0.235004,0.036336,51.8,29.3,0.285004,52.9,0.296442,-0.009737,2019-01-03T05:32:13Z,scs-bgx-502
0.285629,54,0.285629,-0.007027,0.406069,-5.2,0.400819,-0.001175,0.385256,-55.5,0.233691,0.033859,51.9,29.3,0.285067,52.7,0.296505,-0.009792,2019-01-03T05:32:23Z,scs-bgx-502
0.286504,57.1,0.285629,-0.006152,0.407756,-2.8,0.400819,-0.000306,0.385818,-53.4,0.233629,0.034331,52.5,29.3,0.283567,50.1,0.29613,-0.010588,2019-01-03T05:32:33Z,scs-bgx-502
0.286567,57.3,0.285629,-0.00609,0.408006,-0.9,0.400881,0.000408,0.386506,-40.4,0.235191,0.037297,52.7,29.3,0.283004,49.4,0.295942,-0.010798,2019-01-03T05:32:43Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.407631,-1.4,0.400881,0.000217,0.388006,-29.8,0.235816,0.039708,52.9,29.3,0.283567,50.8,0.296005,-0.010353,2019-01-03T05:32:53Z,scs-bgx-502
0.286067,56.4,0.285504,-0.006353,0.407756,-2.3,0.400819,-0.000121,0.387193,-33.8,0.235754,0.038804,53,29.3,0.283817,48.6,0.296505,-0.011042,2019-01-03T05:33:03Z,scs-bgx-502
0.286254,57.1,0.285504,-0.006165,0.407819,-2.7,0.400819,-0.000243,0.386943,-39.7,0.235004,0.037461,53.1,29.3,0.284754,50.9,0.29663,-0.01034,2019-01-03T05:33:13Z,scs-bgx-502
0.286442,56.5,0.285692,-0.006333,0.407881,-0.6,0.400881,0.000494,0.387756,-37.3,0.234816,0.038,53.2,29.3,0.284254,46.5,0.297067,-0.011662,2019-01-03T05:33:23Z,scs-bgx-502
0.286379,57.1,0.285567,-0.006159,0.408131,-1.8,0.400819,7e-05,0.388881,-26,0.235816,0.040583,53.4,29.3,0.283817,49.3,0.29638,-0.010807,2019-01-03T05:33:33Z,scs-bgx-502
0.286567,57.8,0.285567,-0.005971,0.408506,0.1,0.400881,0.000776,0.389568,-25,0.235504,0.040815,53.5,29.3,0.283754,49.9,0.296255,-0.010635,2019-01-03T05:33:43Z,scs-bgx-502
0.286504,57.1,0.285629,-0.006152,0.408319,-1.3,0.400819,0.000257,0.388818,-35.1,0.234441,0.038516,53.7,29.3,0.283442,48.9,0.296255,-0.010947,2019-01-03T05:33:53Z,scs-bgx-502
0.286442,57.3,0.285567,-0.006096,0.408381,0.2,0.400881,0.000783,0.389068,-32,0.234754,0.039221,53.7,29.3,0.283942,50.5,0.296255,-0.010447,2019-01-03T05:34:03Z,scs-bgx-502
0.286442,56.9,0.285629,-0.006215,0.408194,-1.5,0.400819,0.000185,0.389193,-35,0.234191,0.038526,53.8,29.3,0.284754,52,0.296442,-0.009987,2019-01-03T05:34:13Z,scs-bgx-502
0.286379,57.1,0.285567,-0.006159,0.408381,0.3,0.400881,0.000835,0.389381,-34.2,0.234191,0.038714,53.8,29.3,0.284942,51.5,0.29663,-0.010152,2019-01-03T05:34:23Z,scs-bgx-502
0.286192,56.4,0.285567,-0.006346,0.408006,-0.2,0.400881,0.000645,0.389068,-37.2,0.233941,0.038037,53.8,29.3,0.284692,54.2,0.296067,-0.009345,2019-01-03T05:34:33Z,scs-bgx-502
0.286379,57.1,0.285567,-0.006159,0.407944,-2.3,0.400819,-0.000118,0.388318,-38.9,0.234191,0.037651,53.9,29.3,0.284817,53.4,0.296255,-0.009572,2019-01-03T05:34:43Z,scs-bgx-502
0.286317,56.4,0.285629,-0.00634,0.408006,-1.6,0.400819,0.000129,0.389381,-34.6,0.234129,0.038622,53.9,29.3,0.284692,53,0.296255,-0.009697,2019-01-03T05:34:53Z,scs-bgx-502
0.286317,56.9,0.285567,-0.006221,0.407881,-2.4,0.400819,-0.000128,0.389068,-41.2,0.233316,0.037125,53.9,29.3,0.285067,53.1,0.296442,-0.009675,2019-01-03T05:35:03Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.407881,-0.7,0.400881,0.000467,0.389506,-33.3,0.234254,0.03893,53.9,29.3,0.285192,50.4,0.296942,-0.010489,2019-01-03T05:35:13Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.407881,-0.7,0.400881,0.000467,0.390131,-29.7,0.234379,0.039737,54,29.3,0.284942,51.9,0.296567,-0.010035,2019-01-03T05:35:23Z,scs-bgx-502
0.286317,56.4,0.285629,-0.00634,0.407819,-2.2,0.400819,-5.8e-05,0.391006,-24.7,0.234566,0.040885,53.9,29.3,0.284504,52.4,0.296255,-0.009885,2019-01-03T05:35:33Z,scs-bgx-502
0.286254,56.2,0.285629,-0.006402,0.407819,-0.6,0.400881,0.000511,0.391693,-14.5,0.235691,0.043213,54,29.3,0.284567,52.6,0.296255,-0.009822,2019-01-03T05:35:43Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407631,-3.7,0.400756,-0.000603,0.391756,-21.4,0.234566,0.041635,54,29.3,0.284942,53.8,0.296255,-0.009447,2019-01-03T05:35:53Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407569,-3.8,0.400756,-0.000666,0.391756,-25,0.234004,0.040815,54,29.3,0.285629,56.1,0.296255,-0.00876,2019-01-03T05:36:03Z,scs-bgx-502
0.286192,56,0.285629,-0.006465,0.407631,-2.4,0.400819,-0.00014,0.390881,-34.4,0.233129,0.038664,54,29.3,0.285879,55.4,0.296505,-0.00898,2019-01-03T05:36:13Z,scs-bgx-502
0.286254,56.2,0.285629,-0.006402,0.407506,-2.9,0.400819,-0.000318,0.390631,-31.5,0.233754,0.039326,54,29.3,0.285567,53.6,0.29663,-0.009527,2019-01-03T05:36:23Z,scs-bgx-502
0.286067,56,0.285567,-0.006471,0.407506,-2.7,0.400819,-0.000265,0.391631,-24.7,0.234129,0.040872,54,29.3,0.284692,52.6,0.296317,-0.009815,2019-01-03T05:36:33Z,scs-bgx-502
0.286067,56,0.285567,-0.006471,0.407444,-4.3,0.400756,-0.000844,0.391506,-28.1,0.233691,0.04011,54,29.3,0.284192,54.8,0.295692,-0.00914,2019-01-03T05:36:43Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407444,-4,0.400756,-0.000712,0.391131,-31.7,0.233379,0.039279,54,29.3,0.284754,55.1,0.295942,-0.009048,2019-01-03T05:36:53Z,scs-bgx-502
0.286254,56.6,0.285567,-0.006284,0.407506,-1.7,0.400881,9.2e-05,0.391881,-23.6,0.234129,0.041122,54,29.3,0.285129,53.3,0.296442,-0.009612,2019-01-03T05:37:03Z,scs-bgx-502
0.286129,56.2,0.285567,-0.006409,0.407381,-3.2,0.400819,-0.000443,0.391881,-26.8,0.233629,0.040393,54,29.3,0.285442,53.1,0.29663,-0.009652,2019-01-03T05:37:13Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407381,-2.9,0.400819,-0.000337,0.391881,-30.4,0.233066,0.039573,54,29.3,0.285817,56.7,0.296255,-0.008572,2019-01-03T05:37:23Z,scs-bgx-502
0.286192,56,0.285629,-0.006465,0.407256,-3.4,0.400819,-0.000515,0.392193,-26.7,0.233441,0.040433,54,29.3,0.285629,53.8,0.29663,-0.009465,2019-01-03T05:37:33Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407319,-2.9,0.400819,-0.000321,0.391881,-28.4,0.233379,0.040029,54,29.3,0.285504,54.1,0.296505,-0.009355,2019-01-03T05:37:43Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407256,-4.5,0.400756,-0.000899,0.391006,-35.5,0.232879,0.038425,54,29.3,0.285129,51.7,0.296692,-0.010082,2019-01-03T05:37:53Z,scs-bgx-502
0.286192,55.6,0.285692,-0.006583,0.407381,-2.8,0.400819,-0.000285,0.391443,-35.1,0.232629,0.038498,54,29.3,0.285067,51.5,0.296692,-0.010144,2019-01-03T05:38:03Z,scs-bgx-502
0.286192,55.6,0.285692,-0.006583,0.407319,-3,0.400819,-0.000347,0.392756,-23,0.233629,0.041268,53.9,29.3,0.284754,56.7,0.295692,-0.008578,2019-01-03T05:38:13Z,scs-bgx-502
0.286067,55.5,0.285629,-0.00659,0.407194,-0.4,0.400944,0.000586,0.393006,-31.5,0.232129,0.039331,53.9,29.3,0.285379,56.8,0.296005,-0.00854,2019-01-03T05:38:23Z,scs-bgx-502
0.286192,55.6,0.285692,-0.006583,0.407256,-1.7,0.400881,0.000106,0.393944,-25,0.232504,0.040816,53.9,29.3,0.285567,57,0.296067,-0.00847,2019-01-03T05:38:33Z,scs-bgx-502
0.286192,56,0.285629,-0.006465,0.407319,-0.4,0.400944,0.000579,0.393694,-22.9,0.233004,0.041295,54,29.3,0.285504,54.9,0.29638,-0.00912,2019-01-03T05:38:43Z,scs-bgx-502
0.286129,55.4,0.285692,-0.006645,0.407131,-1.9,0.400881,3.4e-05,0.393506,-21.7,0.233316,0.041563,54,29.3,0.285317,53.9,0.296442,-0.009425,2019-01-03T05:38:53Z,scs-bgx-502
0.286004,55.3,0.285629,-0.006658,0.407194,0,0.400944,0.000707,0.393506,-27.1,0.232629,0.04033,54,29.4,0.285317,54.2,0.29638,-0.009335,2019-01-03T05:39:03Z,scs-bgx-502
0.286129,55.8,0.285629,-0.006527,0.407194,-2,0.400881,-9e-06,0.393819,-20.7,0.233254,0.041784,53.9,29.3,0.285129,52.5,0.296567,-0.009847,2019-01-03T05:39:13Z,scs-bgx-502
0.286129,55.4,0.285692,-0.006645,0.407131,-1.9,0.400881,3.4e-05,0.392881,-32,0.232129,0.039206,53.9,29.3,0.285067,54.6,0.296192,-0.009205,2019-01-03T05:39:23Z,scs-bgx-502
0.285942,54.7,0.285692,-0.006833,0.406819,-0.8,0.400944,0.000422,0.392818,-30.7,0.232379,0.039508,53.8,29.3,0.285629,57.3,0.296067,-0.008408,2019-01-03T05:39:33Z,scs-bgx-502
0.285567,53.3,0.285692,-0.007208,0.406069,-4.7,0.400819,-0.00099,0.393193,-25.5,0.232941,0.040704,53.7,29.3,0.286629,55.5,0.29688,-0.008934,2019-01-03T05:39:43Z,scs-bgx-502
0.285254,52.2,0.285692,-0.00752,0.405631,-5.1,0.400819,-0.001137,0.393319,-27.7,0.232504,0.040191,53.5,29.3,0.287379,61.1,0.29638,-0.007245,2019-01-03T05:39:53Z,scs-bgx-502
0.285129,51.8,0.285692,-0.007645,0.405006,-8,0.400756,-0.002172,0.392818,-33.5,0.231941,0.038871,53.3,29.3,0.287192,62.4,0.296067,-0.006845,2019-01-03T05:40:03Z,scs-bgx-502
0.284817,51.5,0.285567,-0.007721,0.404631,-7.4,0.400819,-0.001952,0.392818,-31.9,0.232191,0.039235,53.1,29.3,0.287629,60,0.296692,-0.007582,2019-01-03T05:40:13Z,scs-bgx-502
0.284942,52,0.285567,-0.007596,0.404756,-10.3,0.400694,-0.002991,0.393006,-37.1,0.231254,0.038056,53,29.3,0.287254,59.9,0.296505,-0.007605,2019-01-03T05:40:23Z,scs-bgx-502
0.284817,50.7,0.285692,-0.007958,0.404131,-8.2,0.400819,-0.002241,0.392756,-37.8,0.231316,0.037897,52.8,29.3,0.287942,60.2,0.296817,-0.007504,2019-01-03T05:40:33Z,scs-bgx-502
0.284504,50,0.285629,-0.008152,0.403569,-7.8,0.400881,-0.002103,0.392693,-38.5,0.231254,0.037743,52.5,29.3,0.288254,63.2,0.296505,-0.006605,2019-01-03T05:40:43Z,scs-bgx-502
0.284379,50,0.285567,-0.008159,0.403319,-9.9,0.400819,-0.002869,0.392193,-44.3,0.230691,0.036423,52.3,29.3,0.288442,65.4,0.296255,-0.005947,2019-01-03T05:40:53Z,scs-bgx-502
0.284254,49.5,0.285567,-0.008284,0.402944,-10.6,0.400819,-0.003112,0.391131,-51.7,0.230254,0.034723,52.1,29.3,0.288442,65.8,0.296192,-0.00583,2019-01-03T05:41:03Z,scs-bgx-502
0.284254,49.1,0.285629,-0.008408,0.403069,-11.2,0.400756,-0.003336,0.390818,-53.7,0.230316,0.034257,51.9,29.4,0.288817,65,0.296505,-0.006071,2019-01-03T05:41:13Z,scs-bgx-502
0.284254,49.5,0.285567,-0.008284,0.402819,-13.8,0.400694,-0.004269,0.390693,-48,0.231129,0.035561,51.8,29.3,0.288754,64.1,0.29663,-0.006339,2019-01-03T05:41:23Z,scs-bgx-502
0.284004,48.2,0.285629,-0.008652,0.402256,-15.8,0.400631,-0.005004,0.389943,-51.3,0.231129,0.034811,51.6,29.3,0.288629,64.4,0.296505,-0.00623,2019-01-03T05:41:33Z,scs-bgx-502
0.284004,48.2,0.285629,-0.008652,0.401944,-15.3,0.400694,-0.0048,0.390318,-43.3,0.232129,0.036644,51.3,29.3,0.289379,66.1,0.29663,-0.005714,2019-01-03T05:41:43Z,scs-bgx-502
0.283879,48.2,0.285567,-0.008659,0.401944,-13.8,0.400756,-0.004284,0.389068,-58.4,0.230629,0.033207,51.2,29.3,0.289067,65.1,0.29663,-0.006027,2019-01-03T05:41:53Z,scs-bgx-502
0.283754,47.7,0.285567,-0.008784,0.401694,-15.6,0.400694,-0.004918,0.388568,-61.7,0.230441,0.032433,51,29.3,0.288629,66.8,0.29613,-0.005525,2019-01-03T05:42:03Z,scs-bgx-502
0.284067,48.9,0.285567,-0.008471,0.401756,-14.9,0.400756,-0.004657,0.388381,-60.6,0.230754,0.032702,50.8,29.3,0.288879,64.1,0.296692,-0.006332,2019-01-03T05:42:13Z,scs-bgx-502
0.283692,47.5,0.285567,-0.008846,0.401569,-15.8,0.400694,-0.004991,0.387568,-61.7,0.231129,0.032436,50.7,29.3,0.288879,65.3,0.296505,-0.00598,2019-01-03T05:42:23Z,scs-bgx-502
0.284004,48.2,0.285629,-0.008652,0.401881,-16.9,0.400631,-0.005379,0.387256,-58.3,0.231879,0.033217,50.6,29.3,0.288817,66.2,0.296317,-0.00569,2019-01-03T05:42:33Z,scs-bgx-502
0.284942,51.5,0.285629,-0.007715,0.403569,-13.2,0.400694,-0.004047,0.387193,-58.6,0.231879,0.033154,51,29.3,0.287254,58.4,0.296755,-0.008074,2019-01-03T05:42:43Z,scs-bgx-502
0.285504,54,0.285567,-0.007034,0.404881,-7.1,0.400881,-0.001846,0.386881,-56.8,0.232379,0.033571,51.2,29.3,0.285942,57.9,0.29613,-0.008213,2019-01-03T05:42:53Z,scs-bgx-502
