val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.Ox.weV,val.Ox.cnc,val.Ox.aeV,val.Ox.weC,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.287567,20.4,0.275754,-0.010427,0.383506,205.3,0.391443,-0.006356,0.32838,416.3,0.317005,0.20605,40.4,26.3,0.295005,9.1,0.278254,-0.022129,2019-02-05T07:51:30Z,scs-bgx-501
0.287942,22.8,0.275692,-0.009936,0.384381,202.6,0.391318,-0.007354,0.327693,411.7,0.316755,0.204236,40.1,26.3,0.294942,9.3,0.278192,-0.02208,2019-02-05T07:51:40Z,scs-bgx-501
0.287817,23.3,0.275567,-0.009828,0.383318,195.8,0.391131,-0.00997,0.327693,409.6,0.316567,0.203392,39.9,26.3,0.293754,7.4,0.277879,-0.022708,2019-02-05T07:51:50Z,scs-bgx-501
0.288817,27.7,0.275629,-0.008944,0.388693,202.8,0.391006,-0.007277,0.32538,403.8,0.316567,0.201079,39.9,26.3,0.293754,9.4,0.277504,-0.022038,2019-02-05T07:52:00Z,scs-bgx-501
0.289192,30.7,0.275504,-0.008336,0.392381,209.4,0.391006,-0.004805,0.324505,405.1,0.31688,0.201612,39.9,26.3,0.294317,10.4,0.277629,-0.021699,2019-02-05T07:52:10Z,scs-bgx-501
0.289504,31.7,0.275567,-0.00814,0.394631,217.8,0.391193,-0.001609,0.323817,401.3,0.316692,0.20008,40,26.3,0.29513,13.9,0.277442,-0.020551,2019-02-05T07:52:20Z,scs-bgx-501
0.289629,31.7,0.275629,-0.008132,0.393881,219.3,0.391381,-0.001008,0.32413,404.9,0.316942,0.201518,40.1,26.3,0.295692,13.9,0.277754,-0.020547,2019-02-05T07:52:30Z,scs-bgx-501
0.289442,30.2,0.275692,-0.008436,0.394006,223.6,0.391506,0.000626,0.32438,404.1,0.316817,0.201205,40.1,26.3,0.296255,12.6,0.278317,-0.020991,2019-02-05T07:52:40Z,scs-bgx-501
0.290004,32.4,0.275754,-0.00799,0.396194,230.6,0.391693,0.003273,0.323692,403.8,0.316942,0.201081,40.2,26.3,0.296317,14.8,0.277942,-0.020258,2019-02-05T07:52:50Z,scs-bgx-501
0.290317,32.8,0.275879,-0.00791,0.396756,232.9,0.391756,0.004124,0.324192,412.2,0.317567,0.204396,40.2,26.3,0.29688,15.1,0.278192,-0.020143,2019-02-05T07:53:00Z,scs-bgx-501
0.291442,39,0.275817,-0.006669,0.401006,239.8,0.391881,0.006764,0.322505,407.9,0.317567,0.202708,40.4,26.3,0.298005,17.2,0.278442,-0.019465,2019-02-05T07:53:10Z,scs-bgx-501
0.289504,28.2,0.275942,-0.008839,0.391818,227.1,0.391881,0.00195,0.325817,415.5,0.317505,0.205739,40.3,26.3,0.297567,16.5,0.278317,-0.019679,2019-02-05T07:53:20Z,scs-bgx-501
0.290067,31,0.275942,-0.008276,0.393944,230.9,0.391943,0.003391,0.32513,418.8,0.317942,0.207022,40.3,26.3,0.296755,11.1,0.278879,-0.021497,2019-02-05T07:53:30Z,scs-bgx-501
0.290817,34.7,0.275942,-0.007526,0.396319,234.4,0.392006,0.004718,0.324192,416.4,0.317942,0.206085,40.4,26.3,0.29763,16.4,0.278379,-0.019728,2019-02-05T07:53:40Z,scs-bgx-501
0.289942,29.8,0.276004,-0.008522,0.393131,231.4,0.392006,0.003585,0.325942,421.6,0.317942,0.208138,40.3,26.4,0.297505,15.6,0.278442,-0.019999,2019-02-05T07:53:50Z,scs-bgx-501
0.289192,26.1,0.276004,-0.009272,0.388006,219.5,0.391881,-0.000946,0.327505,424.1,0.317817,0.209137,40.2,26.4,0.296942,13.5,0.278504,-0.020674,2019-02-05T07:54:00Z,scs-bgx-501
0.290192,31,0.276004,-0.008272,0.391693,221.6,0.391756,-0.000148,0.32638,419.9,0.317692,0.207448,40.2,26.4,0.29638,12.2,0.278442,-0.021124,2019-02-05T07:54:10Z,scs-bgx-501
0.290942,34.8,0.276004,-0.007522,0.395006,226.3,0.391756,0.001625,0.324942,416.9,0.317755,0.206292,40.4,26.4,0.297317,15.7,0.278317,-0.019963,2019-02-05T07:54:20Z,scs-bgx-501
0.290942,34.8,0.276004,-0.007522,0.395506,227.6,0.391756,0.002125,0.32538,423,0.318192,0.208704,40.4,26.4,0.29788,16.7,0.278442,-0.019624,2019-02-05T07:54:30Z,scs-bgx-501
0.291567,39,0.275879,-0.006664,0.398194,227.8,0.391631,0.002207,0.324192,421.5,0.318317,0.20808,40.6,26.4,0.29838,18.9,0.278317,-0.0189,2019-02-05T07:54:40Z,scs-bgx-501
0.290879,34.5,0.276004,-0.007584,0.395694,226,0.391631,0.001529,0.324942,421.2,0.31813,0.207984,40.6,26.4,0.298505,19.6,0.278254,-0.018663,2019-02-05T07:54:50Z,scs-bgx-501
0.290317,32.2,0.275942,-0.008034,0.394694,226,0.391631,0.001518,0.325755,426.9,0.31838,0.210232,40.6,26.5,0.297255,15.1,0.278379,-0.020171,2019-02-05T07:55:00Z,scs-bgx-501
0.289817,30.3,0.275879,-0.008418,0.392506,223.5,0.391693,0.000555,0.326067,425.5,0.318192,0.209697,40.4,26.5,0.296817,16.4,0.277879,-0.019711,2019-02-05T07:55:10Z,scs-bgx-501
0.289817,29.8,0.275942,-0.008534,0.391443,221.2,0.391693,-0.000305,0.326255,427.4,0.318317,0.210449,40.4,26.5,0.296692,15.7,0.277942,-0.019948,2019-02-05T07:55:20Z,scs-bgx-501
0.288879,25.7,0.275879,-0.009355,0.386943,212.5,0.391631,-0.0036,0.328068,431.3,0.318255,0.211979,40.2,26.5,0.295755,11.2,0.278254,-0.021447,2019-02-05T07:55:30Z,scs-bgx-501
0.289004,26.3,0.275879,-0.00923,0.387756,212.8,0.391568,-0.003485,0.32763,428.1,0.318067,0.210694,40.1,26.5,0.29538,10.4,0.278192,-0.02171,2019-02-05T07:55:40Z,scs-bgx-501
0.289317,27.9,0.275879,-0.008918,0.389443,210.8,0.391318,-0.004264,0.32713,428.2,0.318192,0.210759,40.1,26.5,0.296067,11.8,0.278317,-0.021247,2019-02-05T07:55:50Z,scs-bgx-501
0.289817,30.9,0.275817,-0.008301,0.392568,212.2,0.391131,-0.003718,0.325817,423.5,0.318067,0.208882,40.1,26.5,0.29538,13.8,0.277567,-0.020588,2019-02-05T07:56:00Z,scs-bgx-501
0.289504,30.5,0.275692,-0.008381,0.391631,211.4,0.391193,-0.004039,0.325817,422.1,0.317942,0.208317,40,26.5,0.295442,13,0.277754,-0.020862,2019-02-05T07:56:10Z,scs-bgx-501
0.290504,35.5,0.275692,-0.007381,0.395194,217.8,0.391318,-0.001592,0.325005,423.6,0.318255,0.208917,40.2,26.5,0.296692,14.7,0.278129,-0.020285,2019-02-05T07:56:20Z,scs-bgx-501
0.289067,27.8,0.275754,-0.008935,0.388756,212.7,0.391506,-0.003547,0.327505,432.7,0.318505,0.212547,40.1,26.5,0.295942,12.1,0.278192,-0.021147,2019-02-05T07:56:30Z,scs-bgx-501
0.288879,27.4,0.275692,-0.009006,0.388881,213.4,0.391506,-0.00326,0.327442,431.2,0.31838,0.211919,40,26.5,0.294692,10.7,0.277754,-0.021612,2019-02-05T07:56:40Z,scs-bgx-501
0.290129,33.6,0.275692,-0.007759,0.393068,218,0.391506,-0.001531,0.325942,429.6,0.318505,0.211292,40.1,26.6,0.295442,10.5,0.278192,-0.021681,2019-02-05T07:56:50Z,scs-bgx-501
0.290254,33.1,0.275817,-0.007864,0.394381,219.4,0.391381,-0.000978,0.326067,428.4,0.318442,0.210827,40.1,26.5,0.29688,12.9,0.278567,-0.020883,2019-02-05T07:57:00Z,scs-bgx-501
0.291504,39.2,0.275817,-0.006618,0.400319,229.9,0.391443,0.002994,0.324005,424,0.318442,0.209072,40.3,26.6,0.297755,16.8,0.278317,-0.019593,2019-02-05T07:57:10Z,scs-bgx-501
0.290567,35.2,0.275754,-0.007438,0.395194,218.3,0.391318,-0.001424,0.325817,429.3,0.318505,0.211167,40.3,26.6,0.297755,16.8,0.278317,-0.019593,2019-02-05T07:57:20Z,scs-bgx-501
0.289692,30.8,0.275754,-0.008313,0.391318,213.9,0.391381,-0.003061,0.327255,435,0.318692,0.213454,40.3,26.6,0.296692,13.3,0.278379,-0.020768,2019-02-05T07:57:30Z,scs-bgx-501
0.289317,28.4,0.275817,-0.008805,0.391381,217.9,0.391443,-0.001569,0.327005,434.4,0.318692,0.213204,40.1,26.6,0.29588,10.5,0.278442,-0.021693,2019-02-05T07:57:40Z,scs-bgx-501
0.289692,30.8,0.275754,-0.008313,0.392943,219.4,0.391443,-0.000979,0.32613,431.5,0.31863,0.212046,40.1,26.6,0.29588,11.1,0.278317,-0.021468,2019-02-05T07:57:50Z,scs-bgx-501
0.290254,33.1,0.275817,-0.007868,0.394881,223.3,0.391506,0.000484,0.325255,430,0.318692,0.211454,40.2,26.6,0.296192,14.5,0.277879,-0.020369,2019-02-05T07:58:00Z,scs-bgx-501
0.290567,34.6,0.275817,-0.007559,0.395881,224.4,0.391506,0.000929,0.32513,431.9,0.318817,0.212206,40.3,26.7,0.29688,13.4,0.278442,-0.020727,2019-02-05T07:58:10Z,scs-bgx-501
0.291192,37.1,0.275879,-0.007051,0.398381,228.4,0.391506,0.002417,0.324442,430.9,0.31888,0.211802,40.4,26.7,0.297817,13.8,0.278879,-0.020577,2019-02-05T07:58:20Z,scs-bgx-501
0.290942,35.9,0.275879,-0.007301,0.396819,226.7,0.391568,0.0018,0.324755,430.2,0.318755,0.211547,40.5,26.7,0.298567,16.1,0.278879,-0.019827,2019-02-05T07:58:30Z,scs-bgx-501
0.290192,32.1,0.275879,-0.008051,0.393694,218.9,0.391381,-0.001164,0.326005,434.1,0.318817,0.213081,40.4,26.7,0.297817,18.3,0.278067,-0.019114,2019-02-05T07:58:40Z,scs-bgx-501
0.291192,37.7,0.275817,-0.006934,0.398256,221.4,0.391193,-0.000246,0.324255,429.7,0.318817,0.211331,40.6,26.7,0.297567,19.5,0.277692,-0.018689,2019-02-05T07:58:50Z,scs-bgx-501
0.291379,39.8,0.275692,-0.006513,0.400069,223.9,0.391193,0.000716,0.32388,430.1,0.318942,0.211523,40.7,26.7,0.298755,20.4,0.278192,-0.018402,2019-02-05T07:59:00Z,scs-bgx-501
0.289942,32.6,0.275692,-0.00795,0.393256,214.8,0.391256,-0.002722,0.326192,436,0.318942,0.213835,40.6,26.7,0.298505,18.3,0.278442,-0.019102,2019-02-05T07:59:10Z,scs-bgx-501
0.290379,34.8,0.275692,-0.007513,0.395569,218.6,0.391256,-0.0013,0.32538,434.7,0.319005,0.213306,40.6,26.7,0.29788,17.4,0.278254,-0.019389,2019-02-05T07:59:20Z,scs-bgx-501
0.290004,33,0.275692,-0.007888,0.392756,214.3,0.391318,-0.002925,0.326505,437.5,0.319005,0.214431,40.6,26.7,0.298442,17.1,0.278629,-0.019502,2019-02-05T07:59:30Z,scs-bgx-501
0.289817,32,0.275692,-0.008075,0.390943,210.6,0.391318,-0.004332,0.32713,439.1,0.319005,0.215056,40.4,26.7,0.29763,17.7,0.278067,-0.019302,2019-02-05T07:59:40Z,scs-bgx-501
0.288629,25.6,0.275754,-0.00938,0.385881,202.9,0.391256,-0.007262,0.32888,441.3,0.318817,0.215956,40.3,26.7,0.29638,14.6,0.277942,-0.020327,2019-02-05T07:59:50Z,scs-bgx-501
0.287942,22.7,0.275692,-0.009951,0.384506,198.7,0.391068,-0.00884,0.328693,438.7,0.31863,0.214918,40,26.7,0.295442,9,0.278442,-0.022165,2019-02-05T08:00:00Z,scs-bgx-501
0.289254,30.4,0.275567,-0.008405,0.389943,198.8,0.390756,-0.008816,0.326005,429.8,0.318442,0.21138,40,26.7,0.295567,8.4,0.278629,-0.022377,2019-02-05T08:00:10Z,scs-bgx-501
0.289192,30.7,0.275504,-0.00835,0.391256,200.7,0.390693,-0.008084,0.325755,429.2,0.318442,0.21113,40,26.7,0.295692,11.2,0.278192,-0.021464,2019-02-05T08:00:20Z,scs-bgx-501
0.289442,31.9,0.275504,-0.0081,0.393506,205.4,0.390693,-0.00632,0.325192,428.5,0.318505,0.210851,40,26.7,0.296005,13.8,0.277879,-0.020589,2019-02-05T08:00:30Z,scs-bgx-501
0.290004,34.1,0.275567,-0.007655,0.397131,213.8,0.390756,-0.003127,0.324442,428,0.31863,0.210668,40.1,26.7,0.29613,16.2,0.277504,-0.019789,2019-02-05T08:00:40Z,scs-bgx-501
0.289317,31.3,0.275504,-0.008225,0.392631,208.5,0.390943,-0.005116,0.325442,431.9,0.318755,0.212235,40.1,26.7,0.296692,15.5,0.277942,-0.020014,2019-02-05T08:00:50Z,scs-bgx-501
0.288942,29.4,0.275504,-0.0086,0.391193,209.2,0.391068,-0.004866,0.325817,431.5,0.31863,0.212043,40,26.7,0.295755,13.4,0.277817,-0.020726,2019-02-05T08:01:00Z,scs-bgx-501
0.288942,29.4,0.275504,-0.0086,0.390881,207.2,0.391006,-0.005637,0.325942,431.8,0.31863,0.212168,40,26.7,0.29563,8.9,0.278567,-0.022202,2019-02-05T08:01:10Z,scs-bgx-501
0.289004,29.2,0.275567,-0.008655,0.391756,208.5,0.390943,-0.00514,0.325755,431.3,0.31863,0.21198,40,26.7,0.295817,12.6,0.278004,-0.021002,2019-02-05T08:01:20Z,scs-bgx-501
0.289067,28.9,0.275629,-0.008709,0.390631,204.6,0.390881,-0.006603,0.326005,432.7,0.318692,0.212514,40,26.7,0.296317,13.4,0.278129,-0.020727,2019-02-05T08:01:30Z,scs-bgx-501
0.289817,33.2,0.275567,-0.007842,0.394319,206.1,0.390693,-0.006034,0.32438,423.5,0.318255,0.208904,40,26.7,0.295942,15,0.277629,-0.020201,2019-02-05T08:01:40Z,scs-bgx-501
0.290317,36.8,0.275442,-0.007109,0.396756,209.9,0.390756,-0.004595,0.323505,421.3,0.318255,0.208029,40.2,26.7,0.297317,16.4,0.278129,-0.019727,2019-02-05T08:01:50Z,scs-bgx-501
0.290067,36.7,0.275317,-0.007125,0.396131,209.6,0.390818,-0.004721,0.324317,425.5,0.318442,0.209692,40.2,26.7,0.297817,18.3,0.278067,-0.019114,2019-02-05T08:02:00Z,scs-bgx-501
0.289629,33.4,0.275442,-0.007796,0.393506,208.6,0.390943,-0.005091,0.325317,430.9,0.318692,0.211826,40.2,26.7,0.297255,17.6,0.277879,-0.019339,2019-02-05T08:02:10Z,scs-bgx-501
0.289754,32.9,0.275567,-0.007905,0.394131,210.8,0.390943,-0.004264,0.324942,431.4,0.318817,0.212018,40.1,26.7,0.296692,14.9,0.278067,-0.020239,2019-02-05T08:02:20Z,scs-bgx-501
0.290442,36.3,0.275567,-0.007217,0.397819,218.1,0.391006,-0.001494,0.32388,429.4,0.31888,0.211239,40.3,26.7,0.29788,16.1,0.278504,-0.01984,2019-02-05T08:02:30Z,scs-bgx-501
0.290754,39,0.275442,-0.006671,0.399756,220.3,0.391006,-0.00065,0.323255,425,0.31863,0.20948,40.4,26.7,0.29838,16.9,0.278629,-0.019565,2019-02-05T08:02:40Z,scs-bgx-501
0.291504,41.5,0.275567,-0.006155,0.401006,220.9,0.391006,-0.000413,0.322755,427.3,0.318942,0.210398,40.6,26.7,0.298567,18.5,0.278442,-0.01904,2019-02-05T08:02:50Z,scs-bgx-501
0.288879,28.5,0.275567,-0.00878,0.389318,204,0.391006,-0.006835,0.326942,437.2,0.31888,0.214302,40.3,26.7,0.297442,12.7,0.278879,-0.020953,2019-02-05T08:03:00Z,scs-bgx-501
0.289317,30.7,0.275567,-0.008342,0.390256,200.5,0.390818,-0.008166,0.326317,431.3,0.318505,0.211976,40.2,26.7,0.297505,15.6,0.278379,-0.019989,2019-02-05T08:03:10Z,scs-bgx-501
0.287129,21.6,0.275379,-0.01018,0.380881,181.9,0.390631,-0.015233,0.32938,436.9,0.318317,0.214188,39.8,26.7,0.29588,11,0.278317,-0.021502,2019-02-05T08:03:20Z,scs-bgx-501
0.287567,23.8,0.275379,-0.009742,0.381693,176.9,0.390381,-0.017148,0.32863,435.7,0.31838,0.213721,39.6,26.7,0.294504,10.3,0.277692,-0.021751,2019-02-05T08:03:30Z,scs-bgx-501
0.289129,30.4,0.275504,-0.008413,0.389443,189,0.390318,-0.012529,0.32613,429.4,0.31838,0.211221,39.7,26.7,0.294504,11.6,0.277442,-0.021301,2019-02-05T08:03:40Z,scs-bgx-501
0.289129,32.1,0.275317,-0.008063,0.390943,191.2,0.390318,-0.011718,0.325692,426.8,0.318255,0.210216,39.6,26.7,0.29513,13.2,0.277504,-0.020789,2019-02-05T08:03:50Z,scs-bgx-501
0.289754,35.2,0.275317,-0.007438,0.393881,195.6,0.390318,-0.010036,0.325067,429.6,0.31863,0.211293,39.8,26.7,0.296692,14.2,0.278192,-0.020464,2019-02-05T08:04:00Z,scs-bgx-501
0.289442,33.6,0.275317,-0.00775,0.393006,195,0.390318,-0.010263,0.325442,430.5,0.31863,0.211668,39.8,26.7,0.29613,14.5,0.277817,-0.020351,2019-02-05T08:04:10Z,scs-bgx-501
0.289379,33.3,0.275317,-0.007813,0.392631,195.5,0.390381,-0.010057,0.32513,426.1,0.318317,0.209937,39.7,26.7,0.29613,13.8,0.277942,-0.020577,2019-02-05T08:04:20Z,scs-bgx-501
0.290254,38.2,0.275254,-0.006821,0.398194,206.2,0.390443,-0.00602,0.323567,423.6,0.318442,0.208942,39.9,26.7,0.297067,16.3,0.278004,-0.019752,2019-02-05T08:04:30Z,scs-bgx-501
0.291317,43.5,0.275254,-0.005759,0.402694,214.8,0.390568,-0.002749,0.32188,419.4,0.318442,0.207254,40.1,26.7,0.298692,19.9,0.278254,-0.018577,2019-02-05T08:04:40Z,scs-bgx-501
0.292067,46,0.275379,-0.005242,0.405444,225.4,0.390881,0.001284,0.32063,415.5,0.31838,0.205721,40.4,26.7,0.300317,23.1,0.278567,-0.017515,2019-02-05T08:04:50Z,scs-bgx-501
0.288692,29.9,0.275317,-0.0085,0.391756,208.9,0.391006,-0.004965,0.326255,431.1,0.318505,0.211913,40.1,26.7,0.298505,20.3,0.278067,-0.018427,2019-02-05T08:05:00Z,scs-bgx-501
0.288504,27.8,0.275442,-0.008921,0.388006,200.1,0.390943,-0.008323,0.327067,434.6,0.31863,0.213293,39.9,26.7,0.296817,12.2,0.278629,-0.021127,2019-02-05T08:05:10Z,scs-bgx-501
0.289129,30.4,0.275504,-0.008409,0.390943,201.4,0.390756,-0.007842,0.326255,430.4,0.318505,0.211605,39.8,26.6,0.296317,13.5,0.278129,-0.020693,2019-02-05T08:05:20Z,scs-bgx-501
0.290379,37.1,0.275442,-0.007046,0.396381,207.4,0.390693,-0.005551,0.32463,428.5,0.31863,0.210855,39.9,26.7,0.297567,16.8,0.278192,-0.019589,2019-02-05T08:05:30Z,scs-bgx-501
0.291067,39.9,0.275504,-0.006475,0.398506,211.2,0.390756,-0.004101,0.32363,424.5,0.318505,0.209288,40,26.7,0.298442,19.1,0.278254,-0.018827,2019-02-05T08:05:40Z,scs-bgx-501
0.291067,39.9,0.275504,-0.006475,0.398506,213.6,0.390881,-0.003183,0.32413,432.2,0.319067,0.21234,40.1,26.7,0.299067,19.3,0.278567,-0.018765,2019-02-05T08:05:50Z,scs-bgx-501
0.288629,27.3,0.275567,-0.00903,0.388318,202.7,0.391006,-0.007349,0.328255,444.8,0.319255,0.217315,39.9,26.7,0.297505,14.2,0.278629,-0.02044,2019-02-05T08:06:00Z,scs-bgx-501
0.289442,31.9,0.275504,-0.0081,0.390631,202.6,0.390943,-0.007359,0.326505,436.1,0.31888,0.213864,39.7,26.7,0.296255,10.8,0.278567,-0.021577,2019-02-05T08:06:10Z,scs-bgx-501
0.289817,32.6,0.275629,-0.007959,0.390693,200.8,0.390881,-0.008039,0.326942,438.6,0.319005,0.214869,39.9,26.7,0.29688,15.1,0.278129,-0.020164,2019-02-05T08:06:20Z,scs-bgx-501
0.288754,26.8,0.275692,-0.009138,0.386131,193.8,0.390818,-0.010711,0.328568,441.3,0.31888,0.215927,39.7,26.7,0.296505,11.6,0.278567,-0.021327,2019-02-05T08:06:30Z,scs-bgx-501
0.290192,36.2,0.275442,-0.007234,0.393756,200.2,0.390631,-0.008271,0.326255,440.4,0.319317,0.215599,39.7,26.7,0.29688,15.4,0.278067,-0.020052,2019-02-05T08:06:40Z,scs-bgx-501
0.291129,40.3,0.275504,-0.006413,0.398381,208,0.390631,-0.005306,0.324755,438.1,0.319442,0.214666,39.9,26.7,0.298005,18.8,0.278067,-0.018927,2019-02-05T08:06:50Z,scs-bgx-501
0.290192,36.2,0.275442,-0.007234,0.394381,203.1,0.390693,-0.007187,0.325692,438.3,0.319255,0.214753,39.9,26.7,0.298317,19.4,0.278129,-0.018727,2019-02-05T08:07:00Z,scs-bgx-501
0.288817,28.8,0.275504,-0.008725,0.388693,197.2,0.390756,-0.009418,0.327317,441,0.31913,0.215811,39.7,26.7,0.296317,10.7,0.278629,-0.021627,2019-02-05T08:07:10Z,scs-bgx-501
0.289879,34.1,0.275504,-0.007663,0.393756,203.7,0.390693,-0.006961,0.32563,435.3,0.319005,0.213556,39.7,26.7,0.296942,13.9,0.278379,-0.020552,2019-02-05T08:07:20Z,scs-bgx-501
0.290754,39,0.275442,-0.006671,0.396881,206.7,0.390693,-0.00582,0.324505,435.3,0.319255,0.213565,39.9,26.7,0.29863,17.3,0.278692,-0.019427,2019-02-05T08:07:30Z,scs-bgx-501
0.289879,34.6,0.275442,-0.007546,0.393506,204.9,0.390818,-0.006495,0.325692,440.5,0.319442,0.215603,39.8,26.7,0.297755,17,0.278254,-0.019514,2019-02-05T08:07:40Z,scs-bgx-501
0.290754,38.4,0.275504,-0.006788,0.397569,211.5,0.390818,-0.003972,0.32413,432.9,0.31913,0.212623,39.9,26.7,0.298067,17.3,0.278379,-0.019427,2019-02-05T08:07:50Z,scs-bgx-501
0.289754,33.4,0.275504,-0.007788,0.392568,202.5,0.390756,-0.007406,0.32538,431.1,0.318692,0.211889,39.9,26.7,0.297005,16.1,0.278004,-0.019814,2019-02-05T08:08:00Z,scs-bgx-501
0.288942,29.4,0.275504,-0.0086,0.388756,191.9,0.390506,-0.011435,0.326567,434.8,0.318755,0.21336,39.8,26.7,0.296692,11.5,0.278692,-0.021365,2019-02-05T08:08:10Z,scs-bgx-501
0.289192,30.7,0.275504,-0.00835,0.390881,193.7,0.390381,-0.010754,0.32613,434.4,0.318817,0.213206,39.7,26.7,0.296942,12.9,0.278567,-0.02089,2019-02-05T08:08:20Z,scs-bgx-501
0.288442,26.9,0.275504,-0.0091,0.385818,185.6,0.390443,-0.013819,0.327567,438,0.318817,0.214643,39.6,26.7,0.29588,12.4,0.278067,-0.021052,2019-02-05T08:08:30Z,scs-bgx-501
0.288379,28.4,0.275317,-0.008813,0.386631,181.3,0.390193,-0.01545,0.327067,435.3,0.318692,0.213576,39.5,26.7,0.295067,9.9,0.278067,-0.021864,2019-02-05T08:08:40Z,scs-bgx-501
0.289942,37.3,0.275192,-0.007017,0.393881,184.9,0.389881,-0.0141,0.32413,423.6,0.318317,0.208937,39.6,26.7,0.295942,15.3,0.277567,-0.020089,2019-02-05T08:08:50Z,scs-bgx-501
0.289942,36.7,0.275254,-0.007134,0.394381,184.4,0.389756,-0.014275,0.324255,426.1,0.318505,0.209913,39.7,26.7,0.297005,15.8,0.278067,-0.019927,2019-02-05T08:09:00Z,scs-bgx-501
0.289442,34.8,0.275192,-0.007517,0.393131,186.8,0.389943,-0.013378,0.324567,426.9,0.318505,0.210225,39.7,26.7,0.297317,15,0.278379,-0.020177,2019-02-05T08:09:10Z,scs-bgx-501
0.289129,33.2,0.275192,-0.007829,0.392381,187.7,0.390006,-0.013021,0.324567,422.6,0.31813,0.208524,39.7,26.7,0.29688,17.1,0.277754,-0.019489,2019-02-05T08:09:20Z,scs-bgx-501
0.289379,36.2,0.275004,-0.007226,0.393944,183.8,0.389756,-0.014502,0.32413,421.4,0.318192,0.208065,39.7,26.6,0.297317,19.2,0.277629,-0.018794,2019-02-05T08:09:30Z,scs-bgx-501
0.289504,36.8,0.275004,-0.007104,0.394506,185.9,0.389818,-0.013731,0.323567,417.9,0.317942,0.206674,39.7,26.7,0.297442,18.8,0.277754,-0.018926,2019-02-05T08:09:40Z,scs-bgx-501
0.290129,39.3,0.275067,-0.006596,0.398381,197,0.390006,-0.009492,0.322692,417.8,0.31813,0.206649,39.8,26.7,0.297755,19.1,0.277879,-0.018839,2019-02-05T08:09:50Z,scs-bgx-501
0.290379,40.6,0.275067,-0.006346,0.399631,202.6,0.390193,-0.007391,0.322317,417.6,0.318192,0.206558,39.9,26.7,0.298005,18.8,0.278067,-0.018927,2019-02-05T08:10:00Z,scs-bgx-501
0.291129,43.7,0.275129,-0.005713,0.403256,213.6,0.390443,-0.003185,0.32138,419.5,0.318567,0.207321,40,26.7,0.299317,20.4,0.278504,-0.018402,2019-02-05T08:10:10Z,scs-bgx-501
0.290004,37,0.275254,-0.007071,0.396006,206.5,0.390693,-0.005885,0.32388,429.4,0.31888,0.211239,40,26.7,0.299255,21.6,0.278254,-0.018014,2019-02-05T08:10:20Z,scs-bgx-501
0.289817,35.5,0.275317,-0.007372,0.396194,209.7,0.390756,-0.004658,0.324005,429,0.31888,0.211053,39.9,26.6,0.297817,19.4,0.277879,-0.018744,2019-02-05T08:10:30Z,scs-bgx-501
0.289629,33.4,0.275442,-0.007793,0.394069,206.4,0.390756,-0.005932,0.324442,427.9,0.318692,0.210641,39.9,26.6,0.297255,17.7,0.277879,-0.019306,2019-02-05T08:10:40Z,scs-bgx-501
0.290629,38.4,0.275442,-0.006796,0.399381,216.3,0.390818,-0.002159,0.323067,426.7,0.318817,0.210143,39.9,26.7,0.298255,18.6,0.278254,-0.019014,2019-02-05T08:10:50Z,scs-bgx-501
0.291067,41.1,0.275379,-0.006242,0.399194,209.3,0.390631,-0.004818,0.32288,427.6,0.318942,0.210523,40,26.7,0.299567,19.1,0.278879,-0.018827,2019-02-05T08:11:00Z,scs-bgx-501
0.290317,36.8,0.275442,-0.007109,0.395756,204.9,0.390631,-0.006514,0.324192,431.7,0.319005,0.212119,40,26.7,0.29888,17,0.278879,-0.019515,2019-02-05T08:11:10Z,scs-bgx-501
0.291254,41.4,0.275442,-0.006171,0.401319,215.8,0.390693,-0.002355,0.322567,429.7,0.319192,0.211344,40.1,26.7,0.298817,19.2,0.278442,-0.01879,2019-02-05T08:11:20Z,scs-bgx-501
0.290692,38.7,0.275442,-0.006734,0.398506,213.7,0.390818,-0.003156,0.32388,435.2,0.31938,0.213507,40.1,26.7,0.299192,19.7,0.278567,-0.01864,2019-02-05T08:11:30Z,scs-bgx-501
0.290629,38.4,0.275442,-0.006796,0.396319,208.3,0.390818,-0.005222,0.324255,436.8,0.319442,0.214166,40.2,26.7,0.29863,18,0.278567,-0.019202,2019-02-05T08:11:40Z,scs-bgx-501
0.291817,43.1,0.275567,-0.005842,0.402256,217.7,0.390756,-0.001647,0.322942,436.4,0.319692,0.213987,40.3,26.7,0.300067,20.3,0.278942,-0.01844,2019-02-05T08:11:50Z,scs-bgx-501
0.290754,37.8,0.275567,-0.006905,0.398131,214.9,0.390881,-0.002707,0.32463,440.6,0.319692,0.215675,40.2,26.7,0.29988,22.4,0.278442,-0.017727,2019-02-05T08:12:00Z,scs-bgx-501
0.290692,37.5,0.275567,-0.006967,0.395944,209.4,0.390881,-0.004773,0.32538,444.7,0.31988,0.217275,40.1,26.7,0.299817,20.6,0.278754,-0.018352,2019-02-05T08:12:10Z,scs-bgx-501
