val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.Ox.weV,val.Ox.cnc,val.Ox.aeV,val.Ox.weC,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.287317,46.8,0.272754,-0.005089,0.383881,56.8,0.385068,-0.062778,0.33363,553.5,0.327818,0.260383,28.9,26.4,0.30313,27.5,0.279379,-0.016054,2019-01-12T12:09:34Z,scs-bgx-501
0.288379,52.1,0.272754,-0.004026,0.390693,66.7,0.384943,-0.059017,0.33088,547.3,0.32788,0.257915,28.9,26.4,0.304442,34.8,0.278754,-0.013621,2019-01-12T12:09:44Z,scs-bgx-501
0.289129,56.9,0.272629,-0.003043,0.395569,74.4,0.384943,-0.056086,0.32938,544.2,0.327943,0.256697,29,26.4,0.30613,37.9,0.279129,-0.012606,2019-01-12T12:09:54Z,scs-bgx-501
0.290754,65,0.272629,-0.001418,0.405319,92.6,0.385006,-0.049164,0.325817,535.9,0.328005,0.253416,29.2,26.4,0.30838,44.7,0.279129,-0.010356,2019-01-12T12:10:04Z,scs-bgx-501
0.290629,64.4,0.272629,-0.001543,0.405694,97.8,0.385193,-0.047188,0.325567,532.5,0.327755,0.252038,29.4,26.4,0.309692,48.7,0.279129,-0.009043,2019-01-12T12:10:14Z,scs-bgx-501
0.288129,52,0.272629,-0.004043,0.392631,79,0.385318,-0.054324,0.33063,546.7,0.32788,0.257665,29.3,26.4,0.307567,43.3,0.278942,-0.010832,2019-01-12T12:10:24Z,scs-bgx-501
0.290692,64.1,0.272692,-0.001597,0.405631,100.4,0.385318,-0.046224,0.325005,531.8,0.327818,0.251758,29.5,26.4,0.308942,46.1,0.279192,-0.009905,2019-01-12T12:10:34Z,scs-bgx-501
0.291067,65.4,0.272754,-0.001338,0.406569,103.1,0.385381,-0.045199,0.324817,528.9,0.327693,0.250624,29.7,26.3,0.310817,48.1,0.279879,-0.009224,2019-01-12T12:10:44Z,scs-bgx-501
0.289192,56.1,0.272754,-0.003213,0.395756,86.9,0.385506,-0.051345,0.329568,547.3,0.328255,0.257908,29.7,26.3,0.309317,47.3,0.279192,-0.009494,2019-01-12T12:10:54Z,scs-bgx-501
0.289879,58.9,0.272817,-0.002643,0.398819,92.7,0.385568,-0.049121,0.327818,543.1,0.328193,0.256262,29.7,26.4,0.309192,47.8,0.279004,-0.009319,2019-01-12T12:11:04Z,scs-bgx-501
0.291254,65.2,0.272879,-0.001383,0.405631,106.7,0.385693,-0.043804,0.325005,530.8,0.327818,0.251375,29.8,26.3,0.310755,50.6,0.279379,-0.008392,2019-01-12T12:11:14Z,scs-bgx-501
0.289192,54.4,0.272942,-0.003562,0.394506,91.3,0.385818,-0.049655,0.330005,545.5,0.328005,0.25722,29.8,26.3,0.30963,45.9,0.279629,-0.009964,2019-01-12T12:11:24Z,scs-bgx-501
0.290504,61.4,0.272879,-0.002133,0.400194,96.5,0.385693,-0.047703,0.327442,540.5,0.32813,0.25522,30,26.3,0.30938,44.8,0.279692,-0.010326,2019-01-12T12:11:34Z,scs-bgx-501
0.289192,54.9,0.272879,-0.003447,0.392943,81.5,0.385568,-0.053376,0.33113,549.4,0.328005,0.258729,29.9,26.4,0.30913,42.9,0.279879,-0.01095,2019-01-12T12:11:44Z,scs-bgx-501
0.290629,62.1,0.272879,-0.002009,0.400756,92,0.385443,-0.049384,0.32713,536.4,0.327755,0.253601,29.9,26.4,0.30988,48.2,0.279317,-0.009192,2019-01-12T12:11:54Z,scs-bgx-501
0.289692,57.4,0.272879,-0.002946,0.396944,87.4,0.385443,-0.051134,0.329005,542.3,0.327943,0.255938,29.9,26.3,0.309942,49.9,0.279067,-0.008645,2019-01-12T12:12:04Z,scs-bgx-501
0.289879,58.3,0.272879,-0.002759,0.397569,87.7,0.385443,-0.051033,0.328318,540.1,0.327818,0.25507,29.9,26.4,0.309505,46.4,0.279442,-0.009791,2019-01-12T12:12:14Z,scs-bgx-501
0.290254,61.4,0.272754,-0.002151,0.401006,95.1,0.385506,-0.048241,0.326692,536.5,0.327943,0.253626,29.9,26.3,0.309567,46.4,0.279504,-0.009803,2019-01-12T12:12:24Z,scs-bgx-501
0.290754,63.3,0.272817,-0.001767,0.404944,104.6,0.385568,-0.044623,0.325255,537.1,0.328318,0.253877,29.9,26.3,0.31088,50,0.279567,-0.008602,2019-01-12T12:12:34Z,scs-bgx-501
0.290629,63.2,0.272754,-0.001776,0.402069,99.1,0.385693,-0.046707,0.32688,542.2,0.328318,0.255889,30.1,26.4,0.31163,52.5,0.279504,-0.007778,2019-01-12T12:12:44Z,scs-bgx-501
0.289504,56.5,0.272879,-0.003134,0.396131,91.8,0.385756,-0.049479,0.32988,551.9,0.328505,0.259735,30,26.4,0.309567,44.6,0.279817,-0.0104,2019-01-12T12:12:54Z,scs-bgx-501
0.290692,61.8,0.272942,-0.002063,0.402319,103.6,0.385818,-0.044985,0.32688,540.8,0.328193,0.255325,29.9,26.4,0.30988,46.5,0.279629,-0.009752,2019-01-12T12:13:04Z,scs-bgx-501
0.289567,56.2,0.272942,-0.003188,0.396006,94.2,0.385881,-0.048577,0.32888,546.5,0.328255,0.257607,29.9,26.4,0.308442,42.2,0.279629,-0.011189,2019-01-12T12:13:14Z,scs-bgx-501
0.291254,64.6,0.272942,-0.001501,0.405381,109.9,0.385881,-0.042604,0.32563,541.9,0.328568,0.255767,30,26.4,0.31038,47.4,0.279754,-0.009476,2019-01-12T12:13:24Z,scs-bgx-501
0.290567,61.2,0.272942,-0.002188,0.400694,100,0.385818,-0.046367,0.329255,554.6,0.32888,0.260802,29.9,26.4,0.310505,50.1,0.279317,-0.008567,2019-01-12T12:13:34Z,scs-bgx-501
0.290129,58.4,0.273004,-0.002742,0.395381,91.4,0.385943,-0.049641,0.331318,559.1,0.328818,0.262582,30,26.4,0.30938,45,0.279629,-0.010252,2019-01-12T12:13:44Z,scs-bgx-501
0.289879,57.8,0.272942,-0.002876,0.394131,87.5,0.385881,-0.0511,0.331255,555.4,0.328505,0.26111,30,26.4,0.308942,44.4,0.279504,-0.010465,2019-01-12T12:13:54Z,scs-bgx-501
0.291254,63.4,0.273067,-0.001734,0.401006,97.3,0.385756,-0.047398,0.32813,547.5,0.328505,0.257985,30.1,26.4,0.31038,47.4,0.279754,-0.009476,2019-01-12T12:14:04Z,scs-bgx-501
0.290879,61.6,0.273067,-0.002109,0.400319,97.4,0.385756,-0.047357,0.328818,552.1,0.328755,0.2598,30.1,26.4,0.310505,49.1,0.279504,-0.008903,2019-01-12T12:14:14Z,scs-bgx-501
0.291379,65.2,0.272942,-0.001376,0.400444,95.1,0.385818,-0.048237,0.329068,554.1,0.32888,0.260614,30.3,26.4,0.310817,49.7,0.279567,-0.008702,2019-01-12T12:14:24Z,scs-bgx-501
0.291692,65.6,0.273067,-0.001296,0.403194,103.1,0.385881,-0.045197,0.327317,549,0.328818,0.258582,30.4,26.4,0.310942,49.7,0.279629,-0.008689,2019-01-12T12:14:34Z,scs-bgx-501
0.292379,69,0.273067,-0.000609,0.407381,110.5,0.385881,-0.042386,0.32563,543.3,0.328693,0.256331,30.6,26.4,0.312817,54.7,0.279754,-0.007038,2019-01-12T12:14:44Z,scs-bgx-501
0.288504,49.8,0.273067,-0.004484,0.388443,79.9,0.385818,-0.054,0.333568,564.8,0.328818,0.264832,30.3,26.4,0.310442,48.6,0.279567,-0.009077,2019-01-12T12:14:54Z,scs-bgx-501
0.288379,49.8,0.273004,-0.004492,0.389318,81,0.385756,-0.053578,0.332068,561.7,0.32888,0.263614,30,26.4,0.30663,39.4,0.279129,-0.012106,2019-01-12T12:15:04Z,scs-bgx-501
0.289504,55.3,0.273004,-0.003367,0.394944,87.6,0.385631,-0.051085,0.329255,551,0.328568,0.259392,30,26.4,0.30738,41.7,0.279129,-0.011356,2019-01-12T12:15:14Z,scs-bgx-501
0.289567,56.2,0.272942,-0.003188,0.395881,91.5,0.385756,-0.049607,0.329505,554.5,0.328818,0.26077,29.9,26.4,0.307067,44.1,0.278504,-0.010548,2019-01-12T12:15:24Z,scs-bgx-501
0.289192,54.4,0.272942,-0.003564,0.394944,91.7,0.385818,-0.04951,0.329443,554.6,0.328755,0.260815,29.8,26.5,0.30713,38.8,0.279504,-0.012315,2019-01-12T12:15:34Z,scs-bgx-501
0.291317,64.3,0.273004,-0.001556,0.406756,108.7,0.385631,-0.043071,0.325005,544.1,0.328818,0.25666,29.9,26.5,0.30888,45.8,0.279192,-0.010004,2019-01-12T12:15:44Z,scs-bgx-501
0.290942,62.4,0.273004,-0.001931,0.404506,107.2,0.385756,-0.043642,0.326567,548.8,0.32888,0.258505,30,26.5,0.310692,50.9,0.279254,-0.008304,2019-01-12T12:15:54Z,scs-bgx-501
0.288817,53.1,0.272879,-0.003823,0.390756,84.5,0.385943,-0.052261,0.33438,569.2,0.328943,0.2666,29.9,26.5,0.30838,43.6,0.279317,-0.010729,2019-01-12T12:16:04Z,scs-bgx-501
0.290754,62.1,0.272942,-0.002002,0.395506,87.4,0.385943,-0.051156,0.332193,564.4,0.329005,0.264695,30,26.5,0.308567,42.8,0.279567,-0.01099,2019-01-12T12:16:14Z,scs-bgx-501
0.287192,43.9,0.273004,-0.005681,0.380443,67.1,0.385943,-0.058848,0.33738,574.7,0.328755,0.268753,29.6,26.5,0.305255,32.8,0.279567,-0.014303,2019-01-12T12:16:24Z,scs-bgx-501
0.288254,49.1,0.273004,-0.004618,0.386256,74.5,0.385818,-0.056051,0.33438,567.8,0.328818,0.266035,29.5,26.5,0.304317,31.7,0.279254,-0.014679,2019-01-12T12:16:34Z,scs-bgx-501
0.288129,48.5,0.273004,-0.004743,0.386318,70.5,0.385568,-0.057564,0.334193,567.3,0.328818,0.265848,29.4,26.5,0.304505,31.5,0.279379,-0.014716,2019-01-12T12:16:44Z,scs-bgx-501
0.288192,49.4,0.272942,-0.004564,0.388631,69.7,0.385256,-0.05789,0.332755,560.8,0.328568,0.26328,29.2,26.5,0.30463,30.6,0.279629,-0.01504,2019-01-12T12:16:54Z,scs-bgx-501
0.288129,49.7,0.272879,-0.00451,0.389443,70.3,0.385193,-0.057653,0.332443,559.3,0.328505,0.262685,29.2,26.5,0.30488,34,0.279129,-0.013892,2019-01-12T12:17:04Z,scs-bgx-501
0.288692,53,0.272817,-0.003831,0.391318,72.9,0.385256,-0.05666,0.331943,556.7,0.32838,0.26162,29.3,26.5,0.305817,37.9,0.278942,-0.012618,2019-01-12T12:17:14Z,scs-bgx-501
0.288817,53.7,0.272817,-0.003706,0.392068,75.3,0.385318,-0.055739,0.332068,557.7,0.328443,0.262028,29.2,26.5,0.306317,41.1,0.278629,-0.011557,2019-01-12T12:17:24Z,scs-bgx-501
0.287067,45,0.272817,-0.005456,0.384068,64.7,0.385381,-0.059761,0.335318,565.2,0.32838,0.264995,29,26.5,0.304317,37.4,0.278192,-0.012772,2019-01-12T12:17:34Z,scs-bgx-501
0.287379,47.1,0.272754,-0.005026,0.384193,62.1,0.385318,-0.060777,0.33663,564.7,0.32813,0.264793,28.8,26.4,0.30338,32.3,0.278629,-0.01446,2019-01-12T12:17:44Z,scs-bgx-501
0.287629,48.9,0.272692,-0.00466,0.387381,66.1,0.385193,-0.059224,0.333818,554,0.327818,0.26057,28.6,26.4,0.302942,31.7,0.278504,-0.014673,2019-01-12T12:17:54Z,scs-bgx-501
0.288817,54.2,0.272754,-0.003589,0.393131,74.4,0.385131,-0.056072,0.332318,550.2,0.327818,0.25907,28.7,26.4,0.304442,32.5,0.279192,-0.014405,2019-01-12T12:18:04Z,scs-bgx-501
0.288942,55.4,0.272692,-0.003347,0.394756,78.6,0.385193,-0.054481,0.331568,546.9,0.327693,0.257756,28.8,26.4,0.305755,37.1,0.279067,-0.012869,2019-01-12T12:18:14Z,scs-bgx-501
0.289067,56.6,0.272629,-0.003106,0.395256,81,0.385318,-0.053562,0.331568,545.5,0.327567,0.257192,28.9,26.4,0.306192,40.5,0.278692,-0.011759,2019-01-12T12:18:24Z,scs-bgx-501
0.290942,64.8,0.272754,-0.001464,0.403881,97.4,0.385443,-0.047353,0.32913,540.7,0.327693,0.255319,29,26.4,0.30813,43.6,0.279192,-0.010718,2019-01-12T12:18:34Z,scs-bgx-501
0.291004,64.5,0.272817,-0.001518,0.404069,101.8,0.385631,-0.045686,0.329818,545.3,0.327943,0.257134,29.1,26.4,0.30938,46,0.279442,-0.009916,2019-01-12T12:18:44Z,scs-bgx-501
0.289942,59.2,0.272817,-0.00258,0.397069,92.6,0.385818,-0.049182,0.332255,555,0.328255,0.260982,29.2,26.4,0.30888,41.8,0.279942,-0.011312,2019-01-12T12:18:54Z,scs-bgx-501
0.290254,60.2,0.272879,-0.002384,0.399569,100.5,0.385943,-0.046182,0.32938,545.6,0.328068,0.257261,29.3,26.4,0.308755,43.1,0.279629,-0.010877,2019-01-12T12:19:04Z,scs-bgx-501
0.289192,54.4,0.272942,-0.003563,0.394256,93.9,0.386006,-0.048693,0.33138,550,0.328005,0.258979,29.3,26.4,0.30788,40.8,0.279567,-0.01164,2019-01-12T12:19:14Z,scs-bgx-501
0.289942,58.1,0.272942,-0.002813,0.396819,97.9,0.386068,-0.047177,0.330193,548.4,0.32813,0.258355,29.3,26.4,0.307317,41.5,0.279129,-0.011418,2019-01-12T12:19:24Z,scs-bgx-501
0.289754,56,0.273067,-0.003234,0.394506,94,0.386068,-0.048639,0.331318,549.8,0.328005,0.258916,29.4,26.4,0.307817,38.3,0.280004,-0.012486,2019-01-12T12:19:34Z,scs-bgx-501
0.291004,62.8,0.273004,-0.001867,0.400819,102.2,0.386006,-0.045533,0.32863,545.2,0.328193,0.257075,29.6,26.4,0.309317,44.2,0.279754,-0.010538,2019-01-12T12:19:44Z,scs-bgx-501
0.288129,48.5,0.273004,-0.004742,0.388443,83.7,0.385943,-0.052569,0.333443,555.9,0.328068,0.261323,29.4,26.4,0.30813,40.6,0.279754,-0.011726,2019-01-12T12:19:54Z,scs-bgx-501
0.290567,60,0.273067,-0.002421,0.400444,98.2,0.385693,-0.047036,0.327755,538.7,0.327818,0.254508,29.5,26.4,0.308255,42.6,0.279442,-0.011041,2019-01-12T12:20:04Z,scs-bgx-501
0.289067,53.2,0.273004,-0.003805,0.392881,83.2,0.385568,-0.05275,0.331005,549.8,0.328068,0.258886,29.5,26.4,0.30813,42.3,0.279442,-0.011166,2019-01-12T12:20:14Z,scs-bgx-501
0.289817,57.5,0.272942,-0.002938,0.399694,97.7,0.385631,-0.047226,0.327442,541.5,0.32813,0.255605,29.4,26.4,0.30813,42.3,0.279442,-0.011166,2019-01-12T12:20:24Z,scs-bgx-501
0.289629,56.5,0.272942,-0.003126,0.398194,97.2,0.385756,-0.047416,0.328568,547.2,0.32838,0.257858,29.4,26.4,0.30788,43.2,0.279129,-0.010856,2019-01-12T12:20:34Z,scs-bgx-501
0.290192,59.3,0.272942,-0.002563,0.400256,100.9,0.385818,-0.046035,0.327317,541.2,0.32813,0.25548,29.6,26.4,0.308942,43,0.279754,-0.010913,2019-01-12T12:20:44Z,scs-bgx-501
0.288754,51.6,0.273004,-0.004117,0.393319,93.2,0.385943,-0.048949,0.330755,556.2,0.328693,0.261456,29.4,26.4,0.306755,39.1,0.279254,-0.012205,2019-01-12T12:20:54Z,scs-bgx-501
0.286567,40.8,0.273004,-0.006305,0.382506,75.1,0.385881,-0.055841,0.33488,558.1,0.327943,0.262197,29.3,26.4,0.304942,32.6,0.279442,-0.014353,2019-01-12T12:21:04Z,scs-bgx-501
0.287504,45.4,0.273004,-0.005367,0.386881,78.1,0.385693,-0.054686,0.33238,550.4,0.327818,0.259133,29.1,26.4,0.304692,31.9,0.279442,-0.014603,2019-01-12T12:21:14Z,scs-bgx-501
0.289192,54.4,0.272942,-0.003563,0.396256,89.6,0.385506,-0.050313,0.32788,531.9,0.327192,0.251813,28.9,26.4,0.306192,36.1,0.279504,-0.013215,2019-01-12T12:21:24Z,scs-bgx-501
0.287567,47.5,0.272817,-0.004955,0.388131,74.8,0.385443,-0.055937,0.331943,544.8,0.327505,0.256905,28.9,26.3,0.305567,34.3,0.279504,-0.013803,2019-01-12T12:21:34Z,scs-bgx-501
0.289004,55.2,0.272754,-0.003401,0.396069,88.7,0.385506,-0.050668,0.329068,540.3,0.327755,0.255156,28.9,26.3,0.305505,36.8,0.279004,-0.012971,2019-01-12T12:21:44Z,scs-bgx-501
0.288129,49.7,0.272879,-0.004508,0.390006,79.8,0.385568,-0.054052,0.331505,545.1,0.32763,0.257031,28.9,26.3,0.305505,38.5,0.278692,-0.012412,2019-01-12T12:21:54Z,scs-bgx-501
0.288567,51.8,0.272879,-0.004071,0.391006,79,0.385506,-0.054353,0.330818,539.8,0.327317,0.254936,28.9,26.3,0.305505,37.2,0.278942,-0.012859,2019-01-12T12:22:04Z,scs-bgx-501
0.290004,59.5,0.272817,-0.002517,0.398506,90.5,0.385506,-0.049972,0.32738,531.1,0.327317,0.251498,29.2,26.3,0.30738,42.1,0.279067,-0.011208,2019-01-12T12:22:14Z,scs-bgx-501
0.288817,53.1,0.272879,-0.003821,0.393944,82.9,0.385381,-0.052843,0.329255,535.1,0.327255,0.253092,29,26.3,0.307817,42.1,0.279317,-0.011217,2019-01-12T12:22:24Z,scs-bgx-501
0.288692,53.6,0.272754,-0.003713,0.393881,83.4,0.385443,-0.052657,0.329443,537.7,0.327442,0.254124,29,26.3,0.306505,41.5,0.278692,-0.011412,2019-01-12T12:22:34Z,scs-bgx-501
0.291379,66.9,0.272754,-0.001026,0.408819,108.6,0.385443,-0.043106,0.322567,517.5,0.327192,0.246122,29.3,26.3,0.309192,49.6,0.278692,-0.008724,2019-01-12T12:22:44Z,scs-bgx-501
0.290192,61,0.272754,-0.002213,0.403319,102.7,0.385568,-0.045316,0.326317,530.5,0.327505,0.25128,29.3,26.3,0.310567,48.4,0.279692,-0.009138,2019-01-12T12:22:54Z,scs-bgx-501
0.288692,53.6,0.272754,-0.003713,0.395506,94.8,0.385818,-0.04833,0.328693,535.8,0.327442,0.253374,29.2,26.3,0.308192,39.9,0.279942,-0.011961,2019-01-12T12:23:04Z,scs-bgx-501
0.289754,57.7,0.272879,-0.002883,0.398381,101.6,0.386006,-0.045765,0.32713,531.9,0.327442,0.251811,29.3,26.3,0.308317,45,0.279067,-0.01027,2019-01-12T12:23:14Z,scs-bgx-501
0.290317,59.9,0.272942,-0.002437,0.403256,113.2,0.386068,-0.041331,0.325317,526.6,0.32738,0.249717,29.5,26.3,0.308942,44.2,0.279567,-0.01054,2019-01-12T12:23:24Z,scs-bgx-501
0.287442,45.7,0.272942,-0.005312,0.387631,84.9,0.385943,-0.052105,0.332005,545.6,0.327567,0.257249,29.3,26.3,0.307317,38.2,0.279754,-0.0125,2019-01-12T12:23:34Z,scs-bgx-501
0.288567,50.7,0.273004,-0.004304,0.391068,87.4,0.385881,-0.051143,0.330568,542,0.327567,0.255812,29.2,26.3,0.30638,35.4,0.279754,-0.013438,2019-01-12T12:23:44Z,scs-bgx-501
0.288504,50.4,0.273004,-0.004366,0.391693,87,0.385756,-0.051297,0.330318,538.5,0.327317,0.254436,29.1,26.3,0.305942,34.8,0.279629,-0.013652,2019-01-12T12:23:54Z,scs-bgx-501
0.289379,55.3,0.272942,-0.003375,0.396006,91.9,0.385693,-0.04942,0.328818,536.1,0.327442,0.253499,29.1,26.3,0.30688,41,0.279004,-0.011596,2019-01-12T12:24:04Z,scs-bgx-501
0.288817,52.5,0.272942,-0.003937,0.390881,81.4,0.385693,-0.053411,0.330693,538.8,0.327255,0.254529,29.1,26.3,0.30738,40.1,0.279442,-0.011879,2019-01-12T12:24:14Z,scs-bgx-501
0.290192,58.7,0.273004,-0.002679,0.398756,95.6,0.385693,-0.048047,0.327505,531.4,0.327317,0.251623,29.2,26.3,0.30838,44.1,0.279254,-0.010543,2019-01-12T12:24:24Z,scs-bgx-501
0.291067,64.2,0.272879,-0.001571,0.406694,111.8,0.385756,-0.041886,0.324817,527.5,0.327567,0.250061,29.2,26.3,0.309255,44.1,0.279754,-0.010563,2019-01-12T12:24:34Z,scs-bgx-501
0.289004,54,0.272879,-0.003633,0.393881,91.3,0.385881,-0.049667,0.329693,539.1,0.327505,0.254655,29.2,26.3,0.30838,43.1,0.279442,-0.010879,2019-01-12T12:24:44Z,scs-bgx-501
0.289629,57.1,0.272879,-0.003008,0.397006,96.2,0.385881,-0.047798,0.32863,537.8,0.32763,0.254156,29.4,26.3,0.307817,42.1,0.279317,-0.011217,2019-01-12T12:24:54Z,scs-bgx-501
0.290754,62.7,0.272879,-0.001883,0.402881,106.9,0.385943,-0.04374,0.325942,529.6,0.327505,0.250905,29.6,26.3,0.309255,43.8,0.279817,-0.010674,2019-01-12T12:25:04Z,scs-bgx-501
0.288629,50.4,0.273067,-0.004358,0.392881,94.9,0.386006,-0.048309,0.330193,539.6,0.327442,0.254874,29.4,26.3,0.307442,35.9,0.280254,-0.01327,2019-01-12T12:25:14Z,scs-bgx-501
0.288754,51,0.273067,-0.004233,0.391756,91.3,0.386006,-0.049677,0.33063,543.6,0.327693,0.256437,29.3,26.3,0.306942,35.1,0.280129,-0.013546,2019-01-12T12:25:24Z,scs-bgx-501
0.288629,51.6,0.272942,-0.004125,0.391693,89.3,0.385943,-0.050432,0.331005,542.4,0.327505,0.255968,29.1,26.3,0.305755,32.8,0.279879,-0.014286,2019-01-12T12:25:34Z,scs-bgx-501
0.289129,52.9,0.273067,-0.003857,0.396444,99.6,0.385881,-0.046515,0.32863,536.1,0.327567,0.253493,29,26.2,0.305755,36.7,0.279192,-0.01302,2019-01-12T12:25:44Z,scs-bgx-501
0.290504,60.3,0.273004,-0.002366,0.402506,107.3,0.385881,-0.043594,0.326317,532,0.32763,0.251843,29.3,26.3,0.307067,43.2,0.278692,-0.010849,2019-01-12T12:25:54Z,scs-bgx-501
0.289692,56.8,0.272942,-0.003061,0.398381,101.7,0.385943,-0.045709,0.328193,535,0.327567,0.253056,29.3,26.2,0.30838,44.3,0.279254,-0.010506,2019-01-12T12:26:04Z,scs-bgx-501
0.288692,51.3,0.273004,-0.004179,0.393131,93.4,0.385943,-0.048873,0.33138,546.2,0.327755,0.257469,29.2,26.3,0.307005,39.7,0.279317,-0.01203,2019-01-12T12:26:14Z,scs-bgx-501
0.289442,54.4,0.273067,-0.003545,0.394381,94.6,0.386006,-0.048429,0.33088,545.6,0.327818,0.25725,29.1,26.3,0.307005,37.6,0.279692,-0.012701,2019-01-12T12:26:24Z,scs-bgx-501
0.290254,57.9,0.273129,-0.002849,0.398694,104.5,0.386131,-0.044633,0.32838,538.6,0.327755,0.254469,29.1,26.3,0.307505,39.1,0.279692,-0.012201,2019-01-12T12:26:34Z,scs-bgx-501
0.289629,54.8,0.273129,-0.003474,0.395256,98.8,0.386131,-0.046815,0.33013,545.1,0.327943,0.257063,29.3,26.3,0.307755,41.2,0.279442,-0.011504,2019-01-12T12:26:44Z,scs-bgx-501
0.288442,49.5,0.273067,-0.004545,0.388381,85.2,0.386068,-0.051994,0.333255,551.6,0.327818,0.259625,29.1,26.3,0.30613,33.6,0.279942,-0.014023,2019-01-12T12:26:54Z,scs-bgx-501
0.290067,57,0.273129,-0.003037,0.395381,95.6,0.386068,-0.048031,0.33138,547.6,0.32788,0.258032,29.1,26.3,0.306567,39,0.279192,-0.012244,2019-01-12T12:27:04Z,scs-bgx-501
0.288504,49.2,0.273129,-0.004599,0.388193,85,0.386068,-0.05206,0.337193,565.1,0.32813,0.26497,28.9,26.3,0.305505,34.8,0.279379,-0.013642,2019-01-12T12:27:14Z,scs-bgx-501
0.290067,58.1,0.273004,-0.002804,0.391756,83.7,0.386006,-0.052552,0.344505,580.7,0.32788,0.271157,28.8,26.3,0.30538,33.1,0.279629,-0.014214,2019-01-12T12:27:24Z,scs-bgx-501
0.291567,65,0.273067,-0.00142,0.394944,87.1,0.386131,-0.051258,0.34813,592,0.328068,0.275626,28.9,26.3,0.30613,36.7,0.279379,-0.013017,2019-01-12T12:27:34Z,scs-bgx-501
0.291567,65,0.273067,-0.00142,0.394944,85.9,0.386068,-0.051709,0.343443,575.9,0.327693,0.26925,29,26.3,0.307005,38.3,0.279567,-0.012477,2019-01-12T12:27:44Z,scs-bgx-501
0.288942,51.4,0.273129,-0.004162,0.387818,79.3,0.385943,-0.054226,0.33813,569.6,0.328318,0.266752,28.9,26.3,0.306005,33.3,0.279942,-0.014148,2019-01-12T12:27:54Z,scs-bgx-501
0.288879,52.2,0.273004,-0.003991,0.390693,87.2,0.386006,-0.051225,0.333255,553,0.327943,0.260188,28.8,26.3,0.305317,33.2,0.279567,-0.014165,2019-01-12T12:28:04Z,scs-bgx-501
0.289754,55.4,0.273129,-0.003349,0.396069,96.7,0.385943,-0.047596,0.330005,542.7,0.327755,0.256094,28.9,26.3,0.306005,33.9,0.279817,-0.013925,2019-01-12T12:28:14Z,scs-bgx-501
0.290129,57.9,0.273067,-0.002858,0.399506,103.1,0.385943,-0.045171,0.328005,534.8,0.327505,0.252968,29,26.3,0.306255,38.4,0.279129,-0.012445,2019-01-12T12:28:24Z,scs-bgx-501
0.290567,59.4,0.273129,-0.002537,0.401506,108,0.386006,-0.043328,0.328068,539.9,0.327943,0.255001,29.2,26.3,0.306942,40.8,0.279067,-0.011645,2019-01-12T12:28:34Z,scs-bgx-501
0.289442,53.9,0.273129,-0.003662,0.395881,100.2,0.386068,-0.046276,0.33013,544.4,0.32788,0.256782,29.2,26.3,0.307442,37.9,0.279879,-0.012599,2019-01-12T12:28:44Z,scs-bgx-501
0.289254,52.4,0.273192,-0.003964,0.394944,99.7,0.386068,-0.046468,0.329818,540.6,0.327693,0.255243,29.2,26.2,0.306567,35.7,0.279817,-0.013324,2019-01-12T12:28:54Z,scs-bgx-501
0.290004,56.7,0.273129,-0.003099,0.399444,105.4,0.386006,-0.044297,0.32788,537.3,0.327755,0.253969,29.2,26.3,0.30738,39.8,0.279504,-0.01199,2019-01-12T12:29:04Z,scs-bgx-501
0.287879,47.3,0.273004,-0.004991,0.389131,87.1,0.385943,-0.051253,0.331818,547.3,0.327755,0.257906,29,26.3,0.305692,35.4,0.279379,-0.013454,2019-01-12T12:29:14Z,scs-bgx-501
0.289254,53.5,0.273067,-0.003733,0.396006,97.4,0.385881,-0.04734,0.328693,538.7,0.327693,0.2545,29,26.3,0.306255,37.7,0.279254,-0.012668,2019-01-12T12:29:24Z,scs-bgx-501
0.288254,48.6,0.273067,-0.004733,0.389256,84.9,0.385881,-0.052105,0.33163,545.4,0.32763,0.257156,29,26.3,0.305942,34.4,0.279692,-0.013763,2019-01-12T12:29:34Z,scs-bgx-501
0.287442,45.1,0.273004,-0.005428,0.388318,87.7,0.385943,-0.051033,0.331943,544.5,0.327567,0.256806,28.8,26.2,0.303942,27.8,0.279817,-0.015949,2019-01-12T12:29:44Z,scs-bgx-501
0.290379,59.7,0.273004,-0.002491,0.405194,117.4,0.386006,-0.039762,0.325005,530.1,0.327755,0.251093,28.8,26.3,0.306255,36,0.279567,-0.013227,2019-01-12T12:29:54Z,scs-bgx-501
0.290192,58.2,0.273067,-0.002794,0.401256,110.1,0.386068,-0.042505,0.327192,534.6,0.327755,0.252899,29,26.2,0.30788,41.4,0.279504,-0.011453,2019-01-12T12:30:04Z,scs-bgx-501
0.289567,54.5,0.273129,-0.003537,0.396256,101.8,0.386131,-0.045693,0.329443,542,0.327818,0.255813,29.1,26.3,0.30788,39.3,0.279879,-0.012161,2019-01-12T12:30:14Z,scs-bgx-501
